country,coverage,year,quarter,passengers
PRT,"NAT",2007,Q2,641300
ROU,"NAT",2007,Q2,140085
RS,"NAT",2007,Q2,
SWE,"NAT",2007,Q2,1796314
SVN,"NAT",2007,Q2,44
SVK,"NAT",2007,Q2,45286
TUR,"NAT",2007,Q2,
GBR,"NAT",2007,Q2,6896610
AUT,TOTAL,2007,Q2,5874953
BEL,TOTAL,2007,Q2,5486172
BGR,TOTAL,2007,Q2,1513983
CHE,TOTAL,2007,Q2,8703410
CYP,TOTAL,2007,Q2,1986329
CZE,TOTAL,2007,Q2,3447441
DEU,TOTAL,2007,Q2,43030797
DNK,TOTAL,2007,Q2,6272132
EST,TOTAL,2007,Q2,441457
GRC,TOTAL,2007,Q2,9902832
ESP,TOTAL,2007,Q2,42674920
FIN,TOTAL,2007,Q2,3648620
FRA,TOTAL,2007,Q2,31635219
HRV,TOTAL,2007,Q2,
HUN,TOTAL,2007,Q2,2250248
IRL,TOTAL,2007,Q2,7903351
ISL,TOTAL,2007,Q2,673450
ITA,TOTAL,2007,Q2,28779289
LTU,TOTAL,2007,Q2,576658
LUX,TOTAL,2007,Q2,428772
LVA,TOTAL,2007,Q2,823946
MNE,TOTAL,2007,Q2,
MKD,TOTAL,2007,Q2,
MLT,TOTAL,2007,Q2,783216
NLD,TOTAL,2007,Q2,13290746
NOR,TOTAL,2007,Q2,7270811
POL,TOTAL,2007,Q2,4422550
PRT,TOTAL,2007,Q2,6432112
ROU,TOTAL,2007,Q2,1719136
RS,TOTAL,2007,Q2,
SWE,TOTAL,2007,Q2,7150587
SVN,TOTAL,2007,Q2,387318
SVK,TOTAL,2007,Q2,526888
TUR,TOTAL,2007,Q2,
GBR,TOTAL,2007,Q2,56997833
AUT,INTL,2007,Q1,4764108
BEL,INTL,2007,Q1,4055280
BGR,INTL,2007,Q1,631973
CHE,INTL,2007,Q1,7934910
CYP,INTL,2007,Q1,960456
CZE,INTL,2007,Q1,2366779
DEU,INTL,2007,Q1,27980560
DNK,INTL,2007,Q1,4740330
EST,INTL,2007,Q1,356183
GRC,INTL,2007,Q1,2188468
ESP,INTL,2007,Q1,20366704
FIN,INTL,2007,Q1,2576794
FRA,INTL,2007,Q1,19391162
HRV,INTL,2007,Q1,
HUN,INTL,2007,Q1,1596646
IRL,INTL,2007,Q1,5809181
ISL,INTL,2007,Q1,398964
ITA,INTL,2007,Q1,15424255
LTU,INTL,2007,Q1,425294
LUX,INTL,2007,Q1,316782
LVA,INTL,2007,Q1,592908
MNE,INTL,2007,Q1,
MKD,INTL,2007,Q1,
MLT,INTL,2007,Q1,444599
NLD,INTL,2007,Q1,10464756
NOR,INTL,2007,Q1,2887325
POL,INTL,2007,Q1,2988162
PRT,INTL,2007,Q1,3892296
ROU,INTL,2007,Q1,1178752
RS,INTL,2007,Q1,
SWE,INTL,2007,Q1,4197360
SVN,INTL,2007,Q1,252295
SVK,INTL,2007,Q1,357089
TUR,INTL,2007,Q1,
GBR,INTL,2007,Q1,38764798
AUT,"NAT",2007,Q1,174980
BEL,"NAT",2007,Q1,14267
BGR,"NAT",2007,Q1,13508
CHE,"NAT",2007,Q1,170625
CYP,"NAT",2007,Q1,20962
CZE,"NAT",2007,Q1,63423
DEU,"NAT",2007,Q1,5809041
DNK,"NAT",2007,Q1,467642
EST,"NAT",2007,Q1,3828
GRC,"NAT",2007,Q1,1349319
ESP,"NAT",2007,Q1,9728600
FIN,"NAT",2007,Q1,826298
FRA,"NAT",2007,Q1,6512685
HRV,"NAT",2007,Q1,
HUN,"NAT",2007,Q1,0
IRL,"NAT",2007,Q1,274445
ISL,"NAT",2007,Q1,
ITA,"NAT",2007,Q1,6277906
LTU,"NAT",2007,Q1,1343
LUX,"NAT",2007,Q1,0
LVA,"NAT",2007,Q1,5
MNE,"NAT",2007,Q1,
MKD,"NAT",2007,Q1,
MLT,"NAT",2007,Q1,0
NLD,"NAT",2007,Q1,18850
NOR,"NAT",2007,Q1,3139167
POL,"NAT",2007,Q1,234053
PRT,"NAT",2007,Q1,477875
ROU,"NAT",2007,Q1,131980
RS,"NAT",2007,Q1,
SWE,"NAT",2007,Q1,1810794
SVN,"NAT",2007,Q1,38
SVK,"NAT",2007,Q1,34029
TUR,"NAT",2007,Q1,
GBR,"NAT",2007,Q1,6099939
AUT,TOTAL,2007,Q1,4939088
BEL,TOTAL,2007,Q1,4069547
BGR,TOTAL,2007,Q1,645481
CHE,TOTAL,2007,Q1,8105535
CYP,TOTAL,2007,Q1,981418
CZE,TOTAL,2007,Q1,2430202
DEU,TOTAL,2007,Q1,33789601
DNK,TOTAL,2007,Q1,5207972
EST,TOTAL,2007,Q1,360011
GRC,TOTAL,2007,Q1,3537787
ESP,TOTAL,2007,Q1,30095304
FIN,TOTAL,2007,Q1,3403092
FRA,TOTAL,2007,Q1,25903847
HRV,TOTAL,2007,Q1,
HUN,TOTAL,2007,Q1,1596646
IRL,TOTAL,2007,Q1,6083626
ISL,TOTAL,2007,Q1,398964
ITA,TOTAL,2007,Q1,21702161
LTU,TOTAL,2007,Q1,426637
LUX,TOTAL,2007,Q1,316782
LVA,TOTAL,2007,Q1,592913
MNE,TOTAL,2007,Q1,
MKD,TOTAL,2007,Q1,
MLT,TOTAL,2007,Q1,444599
NLD,TOTAL,2007,Q1,10483606
NOR,TOTAL,2007,Q1,6026492
POL,TOTAL,2007,Q1,3222215
PRT,TOTAL,2007,Q1,4370171
ROU,TOTAL,2007,Q1,1310732
RS,TOTAL,2007,Q1,
SWE,TOTAL,2007,Q1,6008154
SVN,TOTAL,2007,Q1,252333
SVK,TOTAL,2007,Q1,391118
TUR,TOTAL,2007,Q1,
GBR,TOTAL,2007,Q1,44864737
AUT,INTL,2006,Q4,4611758
BEL,INTL,2006,Q4,4356530
BGR,INTL,2006,Q4,
CHE,INTL,2006,Q4,7619373
CYP,INTL,2006,Q4,1400896
CZE,INTL,2006,Q4,2731128
DEU,INTL,2006,Q4,31132861
DNK,INTL,2006,Q4,4950594
EST,INTL,2006,Q4,359980
GRC,INTL,2006,Q4,4019075
ESP,INTL,2006,Q4,22693103
FIN,INTL,2006,Q4,2646465
FRA,INTL,2006,Q4,19547279
HRV,INTL,2006,Q4,
HUN,INTL,2006,Q4,1793436
IRL,INTL,2006,Q4,6091019
ISL,INTL,2006,Q4,471779
ITA,INTL,2006,Q4,15635392
LTU,INTL,2006,Q4,433612
LUX,INTL,2006,Q4,359626
LVA,INTL,2006,Q4,623171
MNE,INTL,2006,Q4,
MKD,INTL,2006,Q4,
MLT,INTL,2006,Q4,564839
NLD,INTL,2006,Q4,11478808
NOR,INTL,2006,Q4,3011941
POL,INTL,2006,Q4,2878339
PRT,INTL,2006,Q4,4351144
ROU,INTL,2006,Q4,1204463
RS,INTL,2006,Q4,
SWE,INTL,2006,Q4,4462233
SVN,INTL,2006,Q4,281170
SVK,INTL,2006,Q4,395761
TUR,INTL,2006,Q4,
GBR,INTL,2006,Q4,41553138
AUT,"NAT",2006,Q4,165566
BEL,"NAT",2006,Q4,14143
BGR,"NAT",2006,Q4,
CHE,"NAT",2006,Q4,164092
CYP,"NAT",2006,Q4,20403
CZE,"NAT",2006,Q4,85151
DEU,"NAT",2006,Q4,5962625
DNK,"NAT",2006,Q4,487033
EST,"NAT",2006,Q4,4373
GRC,"NAT",2006,Q4,1445035
ESP,"NAT",2006,Q4,10004078
FIN,"NAT",2006,Q4,736643
FRA,"NAT",2006,Q4,6653816
HRV,"NAT",2006,Q4,
HUN,"NAT",2006,Q4,380
IRL,"NAT",2006,Q4,333064
ISL,"NAT",2006,Q4,
ITA,"NAT",2006,Q4,6408769
LTU,"NAT",2006,Q4,1145
LUX,"NAT",2006,Q4,0
LVA,"NAT",2006,Q4,9
MNE,"NAT",2006,Q4,
MKD,"NAT",2006,Q4,
MLT,"NAT",2006,Q4,881
NLD,"NAT",2006,Q4,16218
NOR,"NAT",2006,Q4,3222427
POL,"NAT",2006,Q4,230500
PRT,"NAT",2006,Q4,534479
ROU,"NAT",2006,Q4,135311
RS,"NAT",2006,Q4,
SWE,"NAT",2006,Q4,1954036
SVN,"NAT",2006,Q4,0
SVK,"NAT",2006,Q4,30045
TUR,"NAT",2006,Q4,
GBR,"NAT",2006,Q4,6680976
AUT,TOTAL,2006,Q4,4777324
BEL,TOTAL,2006,Q4,4370673
BGR,TOTAL,2006,Q4,
CHE,TOTAL,2006,Q4,7783465
CYP,TOTAL,2006,Q4,1421299
CZE,TOTAL,2006,Q4,2816279
DEU,TOTAL,2006,Q4,37095486
DNK,TOTAL,2006,Q4,5437627
EST,TOTAL,2006,Q4,364353
GRC,TOTAL,2006,Q4,5464110
ESP,TOTAL,2006,Q4,32697181
FIN,TOTAL,2006,Q4,3383108
FRA,TOTAL,2006,Q4,26201095
HRV,TOTAL,2006,Q4,
HUN,TOTAL,2006,Q4,1793816
IRL,TOTAL,2006,Q4,6424083
ISL,TOTAL,2006,Q4,471779
ITA,TOTAL,2006,Q4,22044161
LTU,TOTAL,2006,Q4,434757
LUX,TOTAL,2006,Q4,359626
LVA,TOTAL,2006,Q4,623180
MNE,TOTAL,2006,Q4,
MKD,TOTAL,2006,Q4,
MLT,TOTAL,2006,Q4,565720
NLD,TOTAL,2006,Q4,11495026
NOR,TOTAL,2006,Q4,6234368
POL,TOTAL,2006,Q4,3108839
PRT,TOTAL,2006,Q4,4885623
ROU,TOTAL,2006,Q4,1339774
RS,TOTAL,2006,Q4,
SWE,TOTAL,2006,Q4,6416269
SVN,TOTAL,2006,Q4,281170
SVK,TOTAL,2006,Q4,425806
TUR,TOTAL,2006,Q4,
GBR,TOTAL,2006,Q4,48234114
AUT,INTL,2006,Q3,6069737
BEL,INTL,2006,Q3,5860005
BGR,INTL,2006,Q3,
CHE,INTL,2006,Q3,8764745
CYP,INTL,2006,Q3,2658686
CZE,INTL,2006,Q3,4008578
DEU,INTL,2006,Q3,40716647
DNK,INTL,2006,Q3,6217137
EST,INTL,2006,Q3,423109
GRC,INTL,2006,Q3,13512757
ESP,INTL,2006,Q3,35040919
FIN,INTL,2006,Q3,2775030
FRA,INTL,2006,Q3,25440809
HRV,INTL,2006,Q3,
HUN,INTL,2006,Q3,2698728
IRL,INTL,2006,Q3,8322183
ISL,INTL,2006,Q3,823979
ITA,INTL,2006,Q3,22641240
LTU,INTL,2006,Q3,571260
LUX,INTL,2006,Q3,494551
LVA,INTL,2006,Q3,741576
MNE,INTL,2006,Q3,
MKD,INTL,2006,Q3,
MLT,INTL,2006,Q3,966980
NLD,INTL,2006,Q3,14548208
NOR,INTL,2006,Q3,4050283
POL,INTL,2006,Q3,4164633
PRT,INTL,2006,Q3,6229738
ROU,INTL,2006,Q3,1366889
RS,INTL,2006,Q3,
SWE,INTL,2006,Q3,5370485
SVN,INTL,2006,Q3,481745
SVK,INTL,2006,Q3,782952
TUR,INTL,2006,Q3,
GBR,INTL,2006,Q3,57261054
AUT,"NAT",2006,Q3,217932
BEL,"NAT",2006,Q3,24022
BGR,"NAT",2006,Q3,
CHE,"NAT",2006,Q3,183558
CYP,"NAT",2006,Q3,27285
CZE,"NAT",2006,Q3,126479
DEU,"NAT",2006,Q3,5742869
DNK,"NAT",2006,Q3,455934
EST,"NAT",2006,Q3,6303
GRC,"NAT",2006,Q3,2031975
ESP,"NAT",2006,Q3,11632703
FIN,"NAT",2006,Q3,613121
FRA,"NAT",2006,Q3,7171488
HRV,"NAT",2006,Q3,
HUN,"NAT",2006,Q3,2102
IRL,"NAT",2006,Q3,367018
ISL,"NAT",2006,Q3,
ITA,"NAT",2006,Q3,7815110
LTU,"NAT",2006,Q3,2114
LUX,"NAT",2006,Q3,24
LVA,"NAT",2006,Q3,1381
MNE,"NAT",2006,Q3,
MKD,"NAT",2006,Q3,
MLT,"NAT",2006,Q3,3828
NLD,"NAT",2006,Q3,13548
NOR,"NAT",2006,Q3,3280114
POL,"NAT",2006,Q3,276689
PRT,"NAT",2006,Q3,778403
ROU,"NAT",2006,Q3,94920
RS,"NAT",2006,Q3,
SWE,"NAT",2006,Q3,1518330
SVN,"NAT",2006,Q3,0
SVK,"NAT",2006,Q3,31064
TUR,"NAT",2006,Q3,
GBR,"NAT",2006,Q3,7237174
AUT,TOTAL,2006,Q3,6287669
BEL,TOTAL,2006,Q3,5884027
BGR,TOTAL,2006,Q3,
CHE,TOTAL,2006,Q3,8948303
CYP,TOTAL,2006,Q3,2685971
CZE,TOTAL,2006,Q3,4135057
DEU,TOTAL,2006,Q3,46459516
DNK,TOTAL,2006,Q3,6673071
EST,TOTAL,2006,Q3,429412
GRC,TOTAL,2006,Q3,15544732
ESP,TOTAL,2006,Q3,46673622
FIN,TOTAL,2006,Q3,3388151
FRA,TOTAL,2006,Q3,32612297
HRV,TOTAL,2006,Q3,
HUN,TOTAL,2006,Q3,2700830
IRL,TOTAL,2006,Q3,8689201
ISL,TOTAL,2006,Q3,823979
ITA,TOTAL,2006,Q3,30456350
LTU,TOTAL,2006,Q3,573374
LUX,TOTAL,2006,Q3,494575
LVA,TOTAL,2006,Q3,742957
MNE,TOTAL,2006,Q3,
MKD,TOTAL,2006,Q3,
MLT,TOTAL,2006,Q3,970808
NLD,TOTAL,2006,Q3,14561756
NOR,TOTAL,2006,Q3,7330397
POL,TOTAL,2006,Q3,4441322
PRT,TOTAL,2006,Q3,7008141
ROU,TOTAL,2006,Q3,1461809
RS,TOTAL,2006,Q3,
SWE,TOTAL,2006,Q3,6888815
SVN,TOTAL,2006,Q3,481745
SVK,TOTAL,2006,Q3,814016
TUR,TOTAL,2006,Q3,
GBR,TOTAL,2006,Q3,64498228
AUT,INTL,2006,Q2,5287174
BEL,INTL,2006,Q2,5247699
BGR,INTL,2006,Q2,
CHE,INTL,2006,Q2,8018249
CYP,INTL,2006,Q2,1988919
CZE,INTL,2006,Q2,3173826
DEU,INTL,2006,Q2,35657124
DNK,INTL,2006,Q2,5664347
EST,INTL,2006,Q2,409726
GRC,INTL,2006,Q2,7719016
ESP,INTL,2006,Q2,29434873
FIN,INTL,2006,Q2,2707608
FRA,INTL,2006,Q2,23225090
HRV,INTL,2006,Q2,
HUN,INTL,2006,Q2,2196802
IRL,INTL,2006,Q2,7161110
ISL,INTL,2006,Q2,635845
ITA,INTL,2006,Q2,19108106
LTU,INTL,2006,Q2,478463
LUX,INTL,2006,Q2,438718
LVA,INTL,2006,Q2,643987
MNE,INTL,2006,Q2,
MKD,INTL,2006,Q2,
MLT,INTL,2006,Q2,743627
NLD,INTL,2006,Q2,13026066
NOR,INTL,2006,Q2,3519313
POL,INTL,2006,Q2,3290543
PRT,INTL,2006,Q2,5151399
ROU,INTL,2006,Q2,1112972
RS,INTL,2006,Q2,
SWE,INTL,2006,Q2,5233989
SVN,INTL,2006,Q2,330469
SVK,INTL,2006,Q2,510370
TUR,INTL,2006,Q2,
GBR,INTL,2006,Q2,49434050
AUT,"NAT",2006,Q2,201103
BEL,"NAT",2006,Q2,17027
BGR,"NAT",2006,Q2,
CHE,"NAT",2006,Q2,188314
CYP,"NAT",2006,Q2,21857
CZE,"NAT",2006,Q2,102855
DEU,"NAT",2006,Q2,5890375
DNK,"NAT",2006,Q2,469531
EST,"NAT",2006,Q2,5956
GRC,"NAT",2006,Q2,1679673
ESP,"NAT",2006,Q2,10633356
FIN,"NAT",2006,Q2,755417
FRA,"NAT",2006,Q2,7114939
HRV,"NAT",2006,Q2,
HUN,"NAT",2006,Q2,657
IRL,"NAT",2006,Q2,307376
ISL,"NAT",2006,Q2,
ITA,"NAT",2006,Q2,7301976
LTU,"NAT",2006,Q2,1099
LUX,"NAT",2006,Q2,101
LVA,"NAT",2006,Q2,292
MNE,"NAT",2006,Q2,
MKD,"NAT",2006,Q2,
MLT,"NAT",2006,Q2,2242
NLD,"NAT",2006,Q2,15090
NOR,"NAT",2006,Q2,3279875
POL,"NAT",2006,Q2,262394
PRT,"NAT",2006,Q2,668195
ROU,"NAT",2006,Q2,114063
RS,"NAT",2006,Q2,
SWE,"NAT",2006,Q2,1849568
SVN,"NAT",2006,Q2,0
SVK,"NAT",2006,Q2,30662
TUR,"NAT",2006,Q2,
GBR,"NAT",2006,Q2,7062966
AUT,TOTAL,2006,Q2,5488277
BEL,TOTAL,2006,Q2,5264726
BGR,TOTAL,2006,Q2,
CHE,TOTAL,2006,Q2,8206563
CYP,TOTAL,2006,Q2,2010776
CZE,TOTAL,2006,Q2,3276681
DEU,TOTAL,2006,Q2,41547499
DNK,TOTAL,2006,Q2,6133878
EST,TOTAL,2006,Q2,415682
GRC,TOTAL,2006,Q2,9398689
ESP,TOTAL,2006,Q2,40068229
FIN,TOTAL,2006,Q2,3463025
FRA,TOTAL,2006,Q2,30340029
HRV,TOTAL,2006,Q2,
HUN,TOTAL,2006,Q2,2197459
IRL,TOTAL,2006,Q2,7468486
ISL,TOTAL,2006,Q2,635845
ITA,TOTAL,2006,Q2,26410082
LTU,TOTAL,2006,Q2,479562
LUX,TOTAL,2006,Q2,438819
LVA,TOTAL,2006,Q2,644279
MNE,TOTAL,2006,Q2,
MKD,TOTAL,2006,Q2,
MLT,TOTAL,2006,Q2,745869
NLD,TOTAL,2006,Q2,13041156
NOR,TOTAL,2006,Q2,6799188
POL,TOTAL,2006,Q2,3552937
PRT,TOTAL,2006,Q2,5819594
ROU,TOTAL,2006,Q2,1227035
RS,TOTAL,2006,Q2,
SWE,TOTAL,2006,Q2,7083557
SVN,TOTAL,2006,Q2,330469
SVK,TOTAL,2006,Q2,541032
TUR,TOTAL,2006,Q2,
GBR,TOTAL,2006,Q2,56497016
AUT,INTL,2006,Q1,4282502
BEL,INTL,2006,Q1,3764162
BGR,INTL,2006,Q1,
CHE,INTL,2006,Q1,7078578
CYP,INTL,2006,Q1,897079
CZE,INTL,2006,Q1,2037059
DEU,INTL,2006,Q1,25380384
DNK,INTL,2006,Q1,4510184
EST,INTL,2006,Q1,319663
GRC,INTL,2006,Q1,1966820
ESP,INTL,2006,Q1,19587976
FIN,INTL,2006,Q1,2281242
FRA,INTL,2006,Q1,17826777
HRV,INTL,2006,Q1,
HUN,INTL,2006,Q1,1553573
IRL,INTL,2006,Q1,5223497
ISL,INTL,2006,Q1,346294
ITA,INTL,2006,Q1,13462011
LTU,INTL,2006,Q1,317019
LUX,INTL,2006,Q1,304282
LVA,INTL,2006,Q1,491875
MNE,INTL,2006,Q1,
MKD,INTL,2006,Q1,
MLT,INTL,2006,Q1,416768
NLD,INTL,2006,Q1,9784308
NOR,INTL,2006,Q1,2595042
POL,INTL,2006,Q1,2252930
PRT,INTL,2006,Q1,3312502
ROU,INTL,2006,Q1,810711
RS,INTL,2006,Q1,
SWE,INTL,2006,Q1,3971313
SVN,INTL,2006,Q1,236571
SVK,INTL,2006,Q1,347182
TUR,INTL,2006,Q1,
GBR,INTL,2006,Q1,37247349
AUT,"NAT",2006,Q1,170980
BEL,"NAT",2006,Q1,9371
BGR,"NAT",2006,Q1,
CHE,"NAT",2006,Q1,185893
CYP,"NAT",2006,Q1,19740
CZE,"NAT",2006,Q1,64299
DEU,"NAT",2006,Q1,5771539
DNK,"NAT",2006,Q1,429187
EST,"NAT",2006,Q1,4596
GRC,"NAT",2006,Q1,1206069
ESP,"NAT",2006,Q1,8935314
FIN,"NAT",2006,Q1,814589
FRA,"NAT",2006,Q1,6202578
HRV,"NAT",2006,Q1,
HUN,"NAT",2006,Q1,242
IRL,"NAT",2006,Q1,247357
ISL,"NAT",2006,Q1,
ITA,"NAT",2006,Q1,5546974
LTU,"NAT",2006,Q1,51
LUX,"NAT",2006,Q1,102
LVA,"NAT",2006,Q1,0
MNE,"NAT",2006,Q1,
MKD,"NAT",2006,Q1,
MLT,"NAT",2006,Q1,705
NLD,"NAT",2006,Q1,16588
NOR,"NAT",2006,Q1,2913300
POL,"NAT",2006,Q1,190365
PRT,"NAT",2006,Q1,469527
ROU,"NAT",2006,Q1,96818
RS,"NAT",2006,Q1,
SWE,"NAT",2006,Q1,1855143
SVN,"NAT",2006,Q1,13
SVK,"NAT",2006,Q1,24985
TUR,"NAT",2006,Q1,
GBR,"NAT",2006,Q1,6098557
AUT,TOTAL,2006,Q1,4453482
BEL,TOTAL,2006,Q1,3773533
BGR,TOTAL,2006,Q1,
CHE,TOTAL,2006,Q1,7264471
CYP,TOTAL,2006,Q1,916819
CZE,TOTAL,2006,Q1,2101358
DEU,TOTAL,2006,Q1,31151923
DNK,TOTAL,2006,Q1,4939371
EST,TOTAL,2006,Q1,324259
GRC,TOTAL,2006,Q1,3172889
ESP,TOTAL,2006,Q1,28523290
FIN,TOTAL,2006,Q1,3095831
FRA,TOTAL,2006,Q1,24029355
HRV,TOTAL,2006,Q1,
HUN,TOTAL,2006,Q1,1553815
IRL,TOTAL,2006,Q1,5470854
ISL,TOTAL,2006,Q1,346294
ITA,TOTAL,2006,Q1,19008985
LTU,TOTAL,2006,Q1,317070
LUX,TOTAL,2006,Q1,304384
LVA,TOTAL,2006,Q1,491875
MNE,TOTAL,2006,Q1,
MKD,TOTAL,2006,Q1,
MLT,TOTAL,2006,Q1,417473
NLD,TOTAL,2006,Q1,9800896
NOR,TOTAL,2006,Q1,5508342
POL,TOTAL,2006,Q1,2443295
PRT,TOTAL,2006,Q1,3782029
ROU,TOTAL,2006,Q1,907529
RS,TOTAL,2006,Q1,
SWE,TOTAL,2006,Q1,5826456
SVN,TOTAL,2006,Q1,236584
SVK,TOTAL,2006,Q1,372167
TUR,TOTAL,2006,Q1,
GBR,TOTAL,2006,Q1,43345906
AUT,INTL,2005,Q4,4363031
BEL,INTL,2005,Q4,4061133
BGR,INTL,2005,Q4,
CHE,INTL,2005,Q4,6772832
CYP,INTL,2005,Q4,1429108
CZE,INTL,2005,Q4,2472993
DEU,INTL,2005,Q4,29300861
DNK,INTL,2005,Q4,4874242
EST,INTL,2005,Q4,344543
GRC,INTL,2005,Q4,3780041
ESP,INTL,2005,Q4,22274168
FIN,INTL,2005,Q4,2410579
FRA,INTL,2005,Q4,18187504
HRV,INTL,2005,Q4,
HUN,INTL,2005,Q4,1804478
IRL,INTL,2005,Q4,5470850
ISL,INTL,2005,Q4,421484
ITA,INTL,2005,Q4,14150606
LTU,INTL,2005,Q4,342531
LUX,INTL,2005,Q4,339538
LVA,INTL,2005,Q4,503256
MNE,INTL,2005,Q4,
MKD,INTL,2005,Q4,
MLT,INTL,2005,Q4,554869
NLD,INTL,2005,Q4,10887158
NOR,INTL,2005,Q4,2697346
POL,INTL,2005,Q4,1428101
PRT,INTL,2005,Q4,3890276
ROU,INTL,2005,Q4,789005
RS,INTL,2005,Q4,
SWE,INTL,2005,Q4,3769171
SVN,INTL,2005,Q4,263034
SVK,INTL,2005,Q4,337425
TUR,INTL,2005,Q4,
GBR,INTL,2005,Q4,40292905
AUT,"NAT",2005,Q4,154738
BEL,"NAT",2005,Q4,1046
BGR,"NAT",2005,Q4,
CHE,"NAT",2005,Q4,178635
CYP,"NAT",2005,Q4,19956
CZE,"NAT",2005,Q4,63987
DEU,"NAT",2005,Q4,5997655
DNK,"NAT",2005,Q4,455717
EST,"NAT",2005,Q4,5055
GRC,"NAT",2005,Q4,1290586
ESP,"NAT",2005,Q4,9229022
FIN,"NAT",2005,Q4,733458
FRA,"NAT",2005,Q4,6556310
HRV,"NAT",2005,Q4,
HUN,"NAT",2005,Q4,110
IRL,"NAT",2005,Q4,262381
ISL,"NAT",2005,Q4,705
ITA,"NAT",2005,Q4,6078185
LTU,"NAT",2005,Q4,2561
LUX,"NAT",2005,Q4,0
LVA,"NAT",2005,Q4,121
MNE,"NAT",2005,Q4,
MKD,"NAT",2005,Q4,
MLT,"NAT",2005,Q4,1932
NLD,"NAT",2005,Q4,20084
NOR,"NAT",2005,Q4,3008421
POL,"NAT",2005,Q4,205572
PRT,"NAT",2005,Q4,542757
ROU,"NAT",2005,Q4,84786
RS,"NAT",2005,Q4,
SWE,"NAT",2005,Q4,1978370
SVN,"NAT",2005,Q4,60
SVK,"NAT",2005,Q4,19979
TUR,"NAT",2005,Q4,
GBR,"NAT",2005,Q4,6657505
AUT,TOTAL,2005,Q4,4517769
BEL,TOTAL,2005,Q4,4062179
BGR,TOTAL,2005,Q4,
CHE,TOTAL,2005,Q4,6951467
CYP,TOTAL,2005,Q4,1449064
CZE,TOTAL,2005,Q4,2536980
DEU,TOTAL,2005,Q4,35298516
DNK,TOTAL,2005,Q4,5329959
EST,TOTAL,2005,Q4,349598
GRC,TOTAL,2005,Q4,5070627
ESP,TOTAL,2005,Q4,31503190
FIN,TOTAL,2005,Q4,3144037
FRA,TOTAL,2005,Q4,24743814
HRV,TOTAL,2005,Q4,
HUN,TOTAL,2005,Q4,1804588
IRL,TOTAL,2005,Q4,5733231
ISL,TOTAL,2005,Q4,422189
ITA,TOTAL,2005,Q4,20228791
LTU,TOTAL,2005,Q4,345092
LUX,TOTAL,2005,Q4,339538
LVA,TOTAL,2005,Q4,503377
MNE,TOTAL,2005,Q4,
MKD,TOTAL,2005,Q4,
MLT,TOTAL,2005,Q4,556801
NLD,TOTAL,2005,Q4,10907242
NOR,TOTAL,2005,Q4,5705767
POL,TOTAL,2005,Q4,1633673
PRT,TOTAL,2005,Q4,4433033
ROU,TOTAL,2005,Q4,873791
RS,TOTAL,2005,Q4,
SWE,TOTAL,2005,Q4,5747541
SVN,TOTAL,2005,Q4,263094
SVK,TOTAL,2005,Q4,357404
TUR,TOTAL,2005,Q4,
GBR,TOTAL,2005,Q4,46950410
AUT,INTL,2005,Q3,5981214
BEL,INTL,2005,Q3,5541250
BGR,INTL,2005,Q3,
CHE,INTL,2005,Q3,7930131
CYP,INTL,2005,Q3,2619473
CZE,INTL,2005,Q3,3681315
DEU,INTL,2005,Q3,38686338
DNK,INTL,2005,Q3,6056503
EST,INTL,2005,Q3,395294
GRC,INTL,2005,Q3,12569700
ESP,INTL,2005,Q3,33489432
FIN,INTL,2005,Q3,2480550
FRA,INTL,2005,Q3,24299578
HRV,INTL,2005,Q3,
HUN,INTL,2005,Q3,2577637
IRL,INTL,2005,Q3,7412961
ISL,INTL,2005,Q3,778277
ITA,INTL,2005,Q3,20329106
LTU,INTL,2005,Q3,462915
LUX,INTL,2005,Q3,478768
LVA,INTL,2005,Q3,569900
MNE,INTL,2005,Q3,
MKD,INTL,2005,Q3,
MLT,INTL,2005,Q3,1020463
NLD,INTL,2005,Q3,13921039
NOR,INTL,2005,Q3,3493411
POL,INTL,2005,Q3,1965344
PRT,INTL,2005,Q3,5697765
ROU,INTL,2005,Q3,1029508
RS,INTL,2005,Q3,
SWE,INTL,2005,Q3,4396321
SVN,INTL,2005,Q3,442464
SVK,INTL,2005,Q3,599981
TUR,INTL,2005,Q3,
GBR,INTL,2005,Q3,55528319
AUT,"NAT",2005,Q3,152742
BEL,"NAT",2005,Q3,3009
BGR,"NAT",2005,Q3,
CHE,"NAT",2005,Q3,200462
CYP,"NAT",2005,Q3,23718
CZE,"NAT",2005,Q3,109435
DEU,"NAT",2005,Q3,5676335
DNK,"NAT",2005,Q3,435843
EST,"NAT",2005,Q3,6216
GRC,"NAT",2005,Q3,1915842
ESP,"NAT",2005,Q3,11384531
FIN,"NAT",2005,Q3,593805
FRA,"NAT",2005,Q3,7079817
HRV,"NAT",2005,Q3,
HUN,"NAT",2005,Q3,330
IRL,"NAT",2005,Q3,307898
ISL,"NAT",2005,Q3,204
ITA,"NAT",2005,Q3,7189527
LTU,"NAT",2005,Q3,5892
LUX,"NAT",2005,Q3,0
LVA,"NAT",2005,Q3,232
MNE,"NAT",2005,Q3,
MKD,"NAT",2005,Q3,
MLT,"NAT",2005,Q3,3809
NLD,"NAT",2005,Q3,23682
NOR,"NAT",2005,Q3,2939756
POL,"NAT",2005,Q3,255891
PRT,"NAT",2005,Q3,1031506
