country,coverage,year,quarter,passengers
SWE,"NAT",2009,Q1,1476272
SVN,"NAT",2009,Q1,0
SVK,"NAT",2009,Q1,29574
TUR,"NAT",2009,Q1,
GBR,"NAT",2009,Q1,5129499
AUT,TOTAL,2009,Q1,4838800
BEL,TOTAL,2009,Q1,4152382
BGR,TOTAL,2009,Q1,777556
CHE,TOTAL,2009,Q1,8121683
CYP,TOTAL,2009,Q1,931673
CZE,TOTAL,2009,Q1,2169116
DEU,TOTAL,2009,Q1,32251350
DNK,TOTAL,2009,Q1,4644495
EST,TOTAL,2009,Q1,304409
GRC,TOTAL,2009,Q1,3344871
ESP,TOTAL,2009,Q1,28433928
FIN,TOTAL,2009,Q1,3328265
FRA,TOTAL,2009,Q1,24656729
HRV,TOTAL,2009,Q1,468307
HUN,TOTAL,2009,Q1,1461971
IRL,TOTAL,2009,Q1,5812524
ISL,TOTAL,2009,Q1,355329
ITA,TOTAL,2009,Q1,19686848
LTU,TOTAL,2009,Q1,369743
LUX,TOTAL,2009,Q1,285071
LVA,TOTAL,2009,Q1,757752
MNE,TOTAL,2009,Q1,
MKD,TOTAL,2009,Q1,
MLT,TOTAL,2009,Q1,461711
NLD,TOTAL,2009,Q1,9396008
NOR,TOTAL,2009,Q1,6040922
POL,TOTAL,2009,Q1,3280795
PRT,TOTAL,2009,Q1,4308197
ROU,TOTAL,2009,Q1,1557840
RS,TOTAL,2009,Q1,
SWE,TOTAL,2009,Q1,5631295
SVN,TOTAL,2009,Q1,240828
SVK,TOTAL,2009,Q1,346440
TUR,TOTAL,2009,Q1,
GBR,TOTAL,2009,Q1,40380329
AUT,INTL,2008,Q4,4972555
BEL,INTL,2008,Q4,4868977
BGR,INTL,2008,Q4,813803
CHE,INTL,2008,Q4,8206691
CYP,INTL,2008,Q4,1544734
CZE,INTL,2008,Q4,2697973
DEU,INTL,2008,Q4,32001672
DNK,INTL,2008,Q4,4792904
EST,INTL,2008,Q4,391559
GRC,INTL,2008,Q4,3919950
ESP,INTL,2008,Q4,24457494
FIN,INTL,2008,Q4,2987245
FRA,INTL,2008,Q4,20899328
HRV,INTL,2008,Q4,584591
HUN,INTL,2008,Q4,1821144
IRL,INTL,2008,Q4,6233886
ISL,INTL,2008,Q4,407012
ITA,INTL,2008,Q4,15792466
LTU,INTL,2008,Q4,522274
LUX,INTL,2008,Q4,364082
LVA,INTL,2008,Q4,886027
MNE,INTL,2008,Q4,
MKD,INTL,2008,Q4,
MLT,INTL,2008,Q4,604771
NLD,INTL,2008,Q4,11385769
NOR,INTL,2008,Q4,3314541
POL,INTL,2008,Q4,3598570
PRT,INTL,2008,Q4,4568408
ROU,INTL,2008,Q4,1647969
RS,INTL,2008,Q4,
SWE,INTL,2008,Q4,4760882
SVN,INTL,2008,Q4,322552
SVK,INTL,2008,Q4,412409
TUR,INTL,2008,Q4,
GBR,INTL,2008,Q4,40287422
AUT,"NAT",2008,Q4,181971
BEL,"NAT",2008,Q4,9507
BGR,"NAT",2008,Q4,38097
CHE,"NAT",2008,Q4,159114
CYP,"NAT",2008,Q4,20473
CZE,"NAT",2008,Q4,80154
DEU,"NAT",2008,Q4,6294394
DNK,"NAT",2008,Q4,474850
EST,"NAT",2008,Q4,4958
GRC,"NAT",2008,Q4,1485958
ESP,"NAT",2008,Q4,8665412
FIN,"NAT",2008,Q4,682444
FRA,"NAT",2008,Q4,6452626
HRV,"NAT",2008,Q4,130632
HUN,"NAT",2008,Q4,0
IRL,"NAT",2008,Q4,223986
ISL,"NAT",2008,Q4,
ITA,"NAT",2008,Q4,6154415
LTU,"NAT",2008,Q4,178
LUX,"NAT",2008,Q4,0
LVA,"NAT",2008,Q4,0
MNE,"NAT",2008,Q4,
MKD,"NAT",2008,Q4,
MLT,"NAT",2008,Q4,0
NLD,"NAT",2008,Q4,5339
NOR,"NAT",2008,Q4,3280668
POL,"NAT",2008,Q4,211073
PRT,"NAT",2008,Q4,582726
ROU,"NAT",2008,Q4,166277
RS,"NAT",2008,Q4,
SWE,"NAT",2008,Q4,1669802
SVN,"NAT",2008,Q4,0
SVK,"NAT",2008,Q4,41472
TUR,"NAT",2008,Q4,
GBR,"NAT",2008,Q4,5882924
AUT,TOTAL,2008,Q4,5154526
BEL,TOTAL,2008,Q4,4878484
BGR,TOTAL,2008,Q4,851900
CHE,TOTAL,2008,Q4,8365805
CYP,TOTAL,2008,Q4,1565207
CZE,TOTAL,2008,Q4,2778127
DEU,TOTAL,2008,Q4,38296066
DNK,TOTAL,2008,Q4,5267754
EST,TOTAL,2008,Q4,396517
GRC,TOTAL,2008,Q4,5405908
ESP,TOTAL,2008,Q4,33122906
FIN,TOTAL,2008,Q4,3669689
FRA,TOTAL,2008,Q4,27351954
HRV,TOTAL,2008,Q4,715223
HUN,TOTAL,2008,Q4,1821144
IRL,TOTAL,2008,Q4,6457872
ISL,TOTAL,2008,Q4,407012
ITA,TOTAL,2008,Q4,21946881
LTU,TOTAL,2008,Q4,522452
LUX,TOTAL,2008,Q4,364082
LVA,TOTAL,2008,Q4,886027
MNE,TOTAL,2008,Q4,
MKD,TOTAL,2008,Q4,
MLT,TOTAL,2008,Q4,604771
NLD,TOTAL,2008,Q4,11391108
NOR,TOTAL,2008,Q4,6595209
POL,TOTAL,2008,Q4,3809643
PRT,TOTAL,2008,Q4,5151134
ROU,TOTAL,2008,Q4,1814246
RS,TOTAL,2008,Q4,
SWE,TOTAL,2008,Q4,6430684
SVN,TOTAL,2008,Q4,322552
SVK,TOTAL,2008,Q4,453881
TUR,TOTAL,2008,Q4,
GBR,TOTAL,2008,Q4,46170346
AUT,INTL,2008,Q3,6679500
BEL,INTL,2008,Q3,6703204
BGR,INTL,2008,Q3,3140751
CHE,INTL,2008,Q3,10056292
CYP,INTL,2008,Q3,2841023
CZE,INTL,2008,Q3,4396038
DEU,INTL,2008,Q3,42828608
DNK,INTL,2008,Q3,6572747
EST,INTL,2008,Q3,504877
GRC,INTL,2008,Q3,13874893
ESP,INTL,2008,Q3,39816722
FIN,INTL,2008,Q3,3236528
FRA,INTL,2008,Q3,28383553
HRV,INTL,2008,Q3,1845228
HUN,INTL,2008,Q3,2693784
IRL,INTL,2008,Q3,8867195
ISL,INTL,2008,Q3,825954
ITA,INTL,2008,Q3,24905667
LTU,INTL,2008,Q3,792594
LUX,INTL,2008,Q3,528398
LVA,INTL,2008,Q3,1136237
MNE,INTL,2008,Q3,
MKD,INTL,2008,Q3,
MLT,INTL,2008,Q3,1099377
NLD,INTL,2008,Q3,14872607
NOR,INTL,2008,Q3,4705607
POL,INTL,2008,Q3,5765345
PRT,INTL,2008,Q3,7288207
ROU,INTL,2008,Q3,2392626
RS,INTL,2008,Q3,
SWE,INTL,2008,Q3,5930886
SVN,INTL,2008,Q3,575078
SVK,INTL,2008,Q3,952634
TUR,INTL,2008,Q3,
GBR,INTL,2008,Q3,58812428
AUT,"NAT",2008,Q3,209209
BEL,"NAT",2008,Q3,20851
BGR,"NAT",2008,Q3,58652
CHE,"NAT",2008,Q3,179241
CYP,"NAT",2008,Q3,22522
CZE,"NAT",2008,Q3,173039
DEU,"NAT",2008,Q3,6202868
DNK,"NAT",2008,Q3,495129
EST,"NAT",2008,Q3,6591
GRC,"NAT",2008,Q3,2149266
ESP,"NAT",2008,Q3,11305536
FIN,"NAT",2008,Q3,557058
FRA,"NAT",2008,Q3,7245775
HRV,"NAT",2008,Q3,189840
HUN,"NAT",2008,Q3,0
IRL,"NAT",2008,Q3,237457
ISL,"NAT",2008,Q3,
ITA,"NAT",2008,Q3,8206498
LTU,"NAT",2008,Q3,1179
LUX,"NAT",2008,Q3,72
LVA,"NAT",2008,Q3,14450
MNE,"NAT",2008,Q3,
MKD,"NAT",2008,Q3,
MLT,"NAT",2008,Q3,0
NLD,"NAT",2008,Q3,12776
NOR,"NAT",2008,Q3,3346513
POL,"NAT",2008,Q3,260105
PRT,"NAT",2008,Q3,864592
ROU,"NAT",2008,Q3,184416
RS,"NAT",2008,Q3,
SWE,"NAT",2008,Q3,1506842
SVN,"NAT",2008,Q3,0
SVK,"NAT",2008,Q3,50092
TUR,"NAT",2008,Q3,
GBR,"NAT",2008,Q3,6903407
AUT,TOTAL,2008,Q3,6888709
BEL,TOTAL,2008,Q3,6724055
BGR,TOTAL,2008,Q3,3199403
CHE,TOTAL,2008,Q3,10235533
CYP,TOTAL,2008,Q3,2863545
CZE,TOTAL,2008,Q3,4569077
DEU,TOTAL,2008,Q3,49031476
DNK,TOTAL,2008,Q3,7067876
EST,TOTAL,2008,Q3,511468
GRC,TOTAL,2008,Q3,16024159
ESP,TOTAL,2008,Q3,51122258
FIN,TOTAL,2008,Q3,3793586
FRA,TOTAL,2008,Q3,35629328
HRV,TOTAL,2008,Q3,2035068
HUN,TOTAL,2008,Q3,2693784
IRL,TOTAL,2008,Q3,9104652
ISL,TOTAL,2008,Q3,825954
ITA,TOTAL,2008,Q3,33112165
LTU,TOTAL,2008,Q3,793773
LUX,TOTAL,2008,Q3,528470
LVA,TOTAL,2008,Q3,1150687
MNE,TOTAL,2008,Q3,
MKD,TOTAL,2008,Q3,
MLT,TOTAL,2008,Q3,1099377
NLD,TOTAL,2008,Q3,14885383
NOR,TOTAL,2008,Q3,8052120
POL,TOTAL,2008,Q3,6025450
PRT,TOTAL,2008,Q3,8152799
ROU,TOTAL,2008,Q3,2577042
RS,TOTAL,2008,Q3,
SWE,TOTAL,2008,Q3,7437728
SVN,TOTAL,2008,Q3,575078
SVK,TOTAL,2008,Q3,1002726
TUR,TOTAL,2008,Q3,
GBR,TOTAL,2008,Q3,65715835
AUT,INTL,2008,Q2,6155767
BEL,INTL,2008,Q2,6014319
BGR,INTL,2008,Q2,1599340
CHE,INTL,2008,Q2,9202577
CYP,INTL,2008,Q2,2090401
CZE,INTL,2008,Q2,3560395
DEU,INTL,2008,Q2,37985035
DNK,INTL,2008,Q2,6063188
EST,INTL,2008,Q2,488115
GRC,INTL,2008,Q2,8157351
ESP,INTL,2008,Q2,32675151
FIN,INTL,2008,Q2,3058858
FRA,INTL,2008,Q2,25775748
HRV,INTL,2008,Q2,1150173
HUN,INTL,2008,Q2,2205133
IRL,INTL,2008,Q2,7816165
ISL,INTL,2008,Q2,599771
ITA,INTL,2008,Q2,20864423
LTU,INTL,2008,Q2,718258
LUX,INTL,2008,Q2,465731
LVA,INTL,2008,Q2,928603
MNE,INTL,2008,Q2,
MKD,INTL,2008,Q2,
MLT,INTL,2008,Q2,866556
NLD,INTL,2008,Q2,13625280
NOR,INTL,2008,Q2,4220269
POL,INTL,2008,Q2,4761296
PRT,INTL,2008,Q2,5965605
ROU,INTL,2008,Q2,1938195
RS,INTL,2008,Q2,
SWE,INTL,2008,Q2,5763378
SVN,INTL,2008,Q2,471554
SVK,INTL,2008,Q2,598339
TUR,INTL,2008,Q2,
GBR,INTL,2008,Q2,50147071
AUT,"NAT",2008,Q2,218982
BEL,"NAT",2008,Q2,17992
BGR,"NAT",2008,Q2,37317
CHE,"NAT",2008,Q2,185160
CYP,"NAT",2008,Q2,18697
CZE,"NAT",2008,Q2,119354
DEU,"NAT",2008,Q2,6723440
DNK,"NAT",2008,Q2,551844
EST,"NAT",2008,Q2,5601
GRC,"NAT",2008,Q2,1797135
ESP,"NAT",2008,Q2,10807151
FIN,"NAT",2008,Q2,716726
FRA,"NAT",2008,Q2,7111699
HRV,"NAT",2008,Q2,160169
HUN,"NAT",2008,Q2,0
IRL,"NAT",2008,Q2,255695
ISL,"NAT",2008,Q2,
ITA,"NAT",2008,Q2,7818182
LTU,"NAT",2008,Q2,608
LUX,"NAT",2008,Q2,141
LVA,"NAT",2008,Q2,12351
MNE,"NAT",2008,Q2,
MKD,"NAT",2008,Q2,
MLT,"NAT",2008,Q2,0
NLD,"NAT",2008,Q2,18609
NOR,"NAT",2008,Q2,3645355
POL,"NAT",2008,Q2,262272
PRT,"NAT",2008,Q2,673445
ROU,"NAT",2008,Q2,177427
RS,"NAT",2008,Q2,
SWE,"NAT",2008,Q2,1930004
SVN,"NAT",2008,Q2,0
SVK,"NAT",2008,Q2,55016
TUR,"NAT",2008,Q2,
GBR,"NAT",2008,Q2,6665621
AUT,TOTAL,2008,Q2,6374749
BEL,TOTAL,2008,Q2,6032311
BGR,TOTAL,2008,Q2,1636657
CHE,TOTAL,2008,Q2,9387737
CYP,TOTAL,2008,Q2,2109098
CZE,TOTAL,2008,Q2,3679749
DEU,TOTAL,2008,Q2,44708475
DNK,TOTAL,2008,Q2,6615032
EST,TOTAL,2008,Q2,493716
GRC,TOTAL,2008,Q2,9954486
ESP,TOTAL,2008,Q2,43482302
FIN,TOTAL,2008,Q2,3775584
FRA,TOTAL,2008,Q2,32887447
HRV,TOTAL,2008,Q2,1310342
HUN,TOTAL,2008,Q2,2205133
IRL,TOTAL,2008,Q2,8071860
ISL,TOTAL,2008,Q2,599771
ITA,TOTAL,2008,Q2,28682605
LTU,TOTAL,2008,Q2,718866
LUX,TOTAL,2008,Q2,465872
LVA,TOTAL,2008,Q2,940954
MNE,TOTAL,2008,Q2,
MKD,TOTAL,2008,Q2,
MLT,TOTAL,2008,Q2,866556
NLD,TOTAL,2008,Q2,13643889
NOR,TOTAL,2008,Q2,7865624
POL,TOTAL,2008,Q2,5023568
PRT,TOTAL,2008,Q2,6639050
ROU,TOTAL,2008,Q2,2115622
RS,TOTAL,2008,Q2,
SWE,TOTAL,2008,Q2,7693382
SVN,TOTAL,2008,Q2,471554
SVK,TOTAL,2008,Q2,653355
TUR,TOTAL,2008,Q2,
GBR,TOTAL,2008,Q2,56812692
AUT,INTL,2008,Q1,5465788
BEL,INTL,2008,Q1,4695686
BGR,INTL,2008,Q1,742736
CHE,INTL,2008,Q1,8649076
CYP,INTL,2008,Q1,1020190
CZE,INTL,2008,Q1,2550101
DEU,INTL,2008,Q1,29698657
DNK,INTL,2008,Q1,5050956
EST,INTL,2008,Q1,399198
GRC,INTL,2008,Q1,2349091
ESP,INTL,2008,Q1,24494406
FIN,INTL,2008,Q1,2832754
FRA,INTL,2008,Q1,20567758
HRV,INTL,2008,Q1,415920
HUN,INTL,2008,Q1,1709021
IRL,INTL,2008,Q1,6291174
ISL,INTL,2008,Q1,408261
ITA,INTL,2008,Q1,16286730
LTU,INTL,2008,Q1,527790
LUX,INTL,2008,Q1,334156
LVA,INTL,2008,Q1,718849
MNE,INTL,2008,Q1,
MKD,INTL,2008,Q1,
MLT,INTL,2008,Q1,539195
NLD,INTL,2008,Q1,10735679
NOR,INTL,2008,Q1,3281263
POL,INTL,2008,Q1,3643394
PRT,INTL,2008,Q1,4348066
ROU,INTL,2008,Q1,1408206
RS,INTL,2008,Q1,
SWE,INTL,2008,Q1,4732536
SVN,INTL,2008,Q1,307637
SVK,INTL,2008,Q1,444043
TUR,INTL,2008,Q1,
GBR,INTL,2008,Q1,40257848
AUT,"NAT",2008,Q1,205609
BEL,"NAT",2008,Q1,11493
BGR,"NAT",2008,Q1,17114
CHE,"NAT",2008,Q1,170553
CYP,"NAT",2008,Q1,17147
CZE,"NAT",2008,Q1,66741
DEU,"NAT",2008,Q1,6029202
DNK,"NAT",2008,Q1,482275
EST,"NAT",2008,Q1,3893
GRC,"NAT",2008,Q1,1326133
ESP,"NAT",2008,Q1,10015111
FIN,"NAT",2008,Q1,776921
FRA,"NAT",2008,Q1,6287044
HRV,"NAT",2008,Q1,110591
HUN,"NAT",2008,Q1,0
IRL,"NAT",2008,Q1,240683
ISL,"NAT",2008,Q1,
ITA,"NAT",2008,Q1,6511316
LTU,"NAT",2008,Q1,76
LUX,"NAT",2008,Q1,41
LVA,"NAT",2008,Q1,4144
MNE,"NAT",2008,Q1,
MKD,"NAT",2008,Q1,
MLT,"NAT",2008,Q1,0
NLD,"NAT",2008,Q1,14291
NOR,"NAT",2008,Q1,3167707
POL,"NAT",2008,Q1,227756
PRT,"NAT",2008,Q1,482848
ROU,"NAT",2008,Q1,146065
RS,"NAT",2008,Q1,
SWE,"NAT",2008,Q1,1769313
SVN,"NAT",2008,Q1,
SVK,"NAT",2008,Q1,46083
TUR,"NAT",2008,Q1,
GBR,"NAT",2008,Q1,5900529
AUT,TOTAL,2008,Q1,5671397
BEL,TOTAL,2008,Q1,4707179
BGR,TOTAL,2008,Q1,759850
CHE,TOTAL,2008,Q1,8819629
CYP,TOTAL,2008,Q1,1037337
CZE,TOTAL,2008,Q1,2616842
DEU,TOTAL,2008,Q1,35727859
DNK,TOTAL,2008,Q1,5533231
EST,TOTAL,2008,Q1,403091
GRC,TOTAL,2008,Q1,3675224
ESP,TOTAL,2008,Q1,34509517
FIN,TOTAL,2008,Q1,3609675
FRA,TOTAL,2008,Q1,26854802
HRV,TOTAL,2008,Q1,526511
HUN,TOTAL,2008,Q1,1709021
IRL,TOTAL,2008,Q1,6531857
ISL,TOTAL,2008,Q1,408261
ITA,TOTAL,2008,Q1,22798046
LTU,TOTAL,2008,Q1,527866
LUX,TOTAL,2008,Q1,334197
LVA,TOTAL,2008,Q1,722993
MNE,TOTAL,2008,Q1,
MKD,TOTAL,2008,Q1,
MLT,TOTAL,2008,Q1,539195
NLD,TOTAL,2008,Q1,10749970
NOR,TOTAL,2008,Q1,6448970
POL,TOTAL,2008,Q1,3871150
PRT,TOTAL,2008,Q1,4830914
ROU,TOTAL,2008,Q1,1554271
RS,TOTAL,2008,Q1,
SWE,TOTAL,2008,Q1,6501849
SVN,TOTAL,2008,Q1,307637
SVK,TOTAL,2008,Q1,490126
TUR,TOTAL,2008,Q1,
GBR,TOTAL,2008,Q1,46158377
AUT,INTL,2007,Q4,5302111
BEL,INTL,2007,Q4,4999853
BGR,INTL,2007,Q4,751335
CHE,INTL,2007,Q4,8135770
CYP,INTL,2007,Q4,1523105
CZE,INTL,2007,Q4,2987146
DEU,INTL,2007,Q4,33221606
DNK,INTL,2007,Q4,5153877
EST,INTL,2007,Q4,423620
GRC,INTL,2007,Q4,4153099
ESP,INTL,2007,Q4,26781207
FIN,INTL,2007,Q4,2960807
FRA,INTL,2007,Q4,20968213
HRV,INTL,2007,Q4,
HUN,INTL,2007,Q4,1936294
IRL,INTL,2007,Q4,6561536
ISL,INTL,2007,Q4,493069
ITA,INTL,2007,Q4,17495069
LTU,INTL,2007,Q4,537251
LUX,INTL,2007,Q4,381439
LVA,INTL,2007,Q4,789434
MNE,INTL,2007,Q4,
MKD,INTL,2007,Q4,
MLT,INTL,2007,Q4,646949
NLD,INTL,2007,Q4,11879014
NOR,INTL,2007,Q4,3389191
POL,INTL,2007,Q4,3803490
PRT,INTL,2007,Q4,4720389
ROU,INTL,2007,Q4,1563736
RS,INTL,2007,Q4,
SWE,INTL,2007,Q4,4964830
SVN,INTL,2007,Q4,342980
SVK,INTL,2007,Q4,455323
TUR,INTL,2007,Q4,
GBR,INTL,2007,Q4,43278009
AUT,"NAT",2007,Q4,210821
BEL,"NAT",2007,Q4,13261
BGR,"NAT",2007,Q4,23019
CHE,"NAT",2007,Q4,168023
CYP,"NAT",2007,Q4,19953
CZE,"NAT",2007,Q4,84537
DEU,"NAT",2007,Q4,6598407
DNK,"NAT",2007,Q4,523489
EST,"NAT",2007,Q4,4820
GRC,"NAT",2007,Q4,1509689
ESP,"NAT",2007,Q4,10564073
FIN,"NAT",2007,Q4,736471
FRA,"NAT",2007,Q4,6491390
HRV,"NAT",2007,Q4,
HUN,"NAT",2007,Q4,0
IRL,"NAT",2007,Q4,266117
ISL,"NAT",2007,Q4,
ITA,"NAT",2007,Q4,7014203
LTU,"NAT",2007,Q4,114
LUX,"NAT",2007,Q4,117
LVA,"NAT",2007,Q4,4130
MNE,"NAT",2007,Q4,
MKD,"NAT",2007,Q4,
MLT,"NAT",2007,Q4,0
NLD,"NAT",2007,Q4,17992
NOR,"NAT",2007,Q4,3396984
POL,"NAT",2007,Q4,259491
PRT,"NAT",2007,Q4,507376
ROU,"NAT",2007,Q4,154614
RS,"NAT",2007,Q4,
SWE,"NAT",2007,Q4,1907280
SVN,"NAT",2007,Q4,83
SVK,"NAT",2007,Q4,51231
TUR,"NAT",2007,Q4,
GBR,"NAT",2007,Q4,6447913
AUT,TOTAL,2007,Q4,5512932
BEL,TOTAL,2007,Q4,5013114
BGR,TOTAL,2007,Q4,774354
CHE,TOTAL,2007,Q4,8303793
CYP,TOTAL,2007,Q4,1543058
CZE,TOTAL,2007,Q4,3071683
DEU,TOTAL,2007,Q4,39820013
DNK,TOTAL,2007,Q4,5677366
EST,TOTAL,2007,Q4,428440
GRC,TOTAL,2007,Q4,5662788
ESP,TOTAL,2007,Q4,37345280
FIN,TOTAL,2007,Q4,3697278
FRA,TOTAL,2007,Q4,27459603
HRV,TOTAL,2007,Q4,
HUN,TOTAL,2007,Q4,1936294
IRL,TOTAL,2007,Q4,6827653
ISL,TOTAL,2007,Q4,493069
ITA,TOTAL,2007,Q4,24509272
LTU,TOTAL,2007,Q4,537365
LUX,TOTAL,2007,Q4,381556
LVA,TOTAL,2007,Q4,793564
MNE,TOTAL,2007,Q4,
MKD,TOTAL,2007,Q4,
MLT,TOTAL,2007,Q4,646949
NLD,TOTAL,2007,Q4,11897006
NOR,TOTAL,2007,Q4,6786175
POL,TOTAL,2007,Q4,4062981
PRT,TOTAL,2007,Q4,5227765
ROU,TOTAL,2007,Q4,1718350
RS,TOTAL,2007,Q4,
SWE,TOTAL,2007,Q4,6872110
SVN,TOTAL,2007,Q4,343063
SVK,TOTAL,2007,Q4,506554
TUR,TOTAL,2007,Q4,
GBR,TOTAL,2007,Q4,49725922
AUT,INTL,2007,Q3,6556875
BEL,INTL,2007,Q3,6426314
BGR,INTL,2007,Q3,3108444
CHE,INTL,2007,Q3,9486226
CYP,INTL,2007,Q3,2788260
CZE,INTL,2007,Q3,4189953
DEU,INTL,2007,Q3,42972295
DNK,INTL,2007,Q3,6524748
EST,INTL,2007,Q3,487130
GRC,INTL,2007,Q3,14203510
ESP,INTL,2007,Q3,40128289
FIN,INTL,2007,Q3,3088573
FRA,INTL,2007,Q3,27879178
HRV,INTL,2007,Q3,
HUN,INTL,2007,Q3,2797073
IRL,INTL,2007,Q3,8979010
ISL,INTL,2007,Q3,896635
ITA,INTL,2007,Q3,25341250
LTU,INTL,2007,Q3,657184
LUX,INTL,2007,Q3,507355
LVA,INTL,2007,Q3,952100
MNE,INTL,2007,Q3,
MKD,INTL,2007,Q3,
MLT,INTL,2007,Q3,1096604
NLD,INTL,2007,Q3,15075247
NOR,INTL,2007,Q3,4438102
POL,INTL,2007,Q3,5137177
PRT,INTL,2007,Q3,7253191
ROU,INTL,2007,Q3,2082906
RS,INTL,2007,Q3,
SWE,INTL,2007,Q3,5680244
SVN,INTL,2007,Q3,544252
SVK,INTL,2007,Q3,794294
TUR,INTL,2007,Q3,
GBR,INTL,2007,Q3,59850704
AUT,"NAT",2007,Q3,214220
BEL,"NAT",2007,Q3,23159
BGR,"NAT",2007,Q3,34595
CHE,"NAT",2007,Q3,174108
CYP,"NAT",2007,Q3,23624
CZE,"NAT",2007,Q3,127464
DEU,"NAT",2007,Q3,6231909
DNK,"NAT",2007,Q3,509234
EST,"NAT",2007,Q3,5893
GRC,"NAT",2007,Q3,2259504
ESP,"NAT",2007,Q3,12741029
FIN,"NAT",2007,Q3,590545
FRA,"NAT",2007,Q3,7379421
HRV,"NAT",2007,Q3,
HUN,"NAT",2007,Q3,0
IRL,"NAT",2007,Q3,290204
ISL,"NAT",2007,Q3,
ITA,"NAT",2007,Q3,8407467
LTU,"NAT",2007,Q3,30
LUX,"NAT",2007,Q3,0
LVA,"NAT",2007,Q3,7539
MNE,"NAT",2007,Q3,
MKD,"NAT",2007,Q3,
MLT,"NAT",2007,Q3,0
NLD,"NAT",2007,Q3,16642
NOR,"NAT",2007,Q3,3376042
POL,"NAT",2007,Q3,309765
PRT,"NAT",2007,Q3,825224
ROU,"NAT",2007,Q3,157253
RS,"NAT",2007,Q3,
SWE,"NAT",2007,Q3,1553564
SVN,"NAT",2007,Q3,0
SVK,"NAT",2007,Q3,45775
TUR,"NAT",2007,Q3,
GBR,"NAT",2007,Q3,7173114
AUT,TOTAL,2007,Q3,6771095
BEL,TOTAL,2007,Q3,6449473
BGR,TOTAL,2007,Q3,3143039
CHE,TOTAL,2007,Q3,9660334
CYP,TOTAL,2007,Q3,2811884
CZE,TOTAL,2007,Q3,4317417
DEU,TOTAL,2007,Q3,49204204
DNK,TOTAL,2007,Q3,7033982
EST,TOTAL,2007,Q3,493023
GRC,TOTAL,2007,Q3,16463014
ESP,TOTAL,2007,Q3,52869318
FIN,TOTAL,2007,Q3,3679118
FRA,TOTAL,2007,Q3,35258599
HRV,TOTAL,2007,Q3,
HUN,TOTAL,2007,Q3,2797073
IRL,TOTAL,2007,Q3,9269214
ISL,TOTAL,2007,Q3,896635
ITA,TOTAL,2007,Q3,33748717
LTU,TOTAL,2007,Q3,657214
LUX,TOTAL,2007,Q3,507355
LVA,TOTAL,2007,Q3,959639
MNE,TOTAL,2007,Q3,
MKD,TOTAL,2007,Q3,
MLT,TOTAL,2007,Q3,1096604
NLD,TOTAL,2007,Q3,15091889
NOR,TOTAL,2007,Q3,7814144
POL,TOTAL,2007,Q3,5446942
PRT,TOTAL,2007,Q3,8078415
ROU,TOTAL,2007,Q3,2240159
RS,TOTAL,2007,Q3,
SWE,TOTAL,2007,Q3,7233808
SVN,TOTAL,2007,Q3,544252
SVK,TOTAL,2007,Q3,840069
TUR,TOTAL,2007,Q3,
GBR,TOTAL,2007,Q3,67023818
AUT,INTL,2007,Q2,5679810
BEL,INTL,2007,Q2,5463726
BGR,INTL,2007,Q2,1489843
CHE,INTL,2007,Q2,8528156
CYP,INTL,2007,Q2,1965762
CZE,INTL,2007,Q2,3342714
DEU,INTL,2007,Q2,36906755
DNK,INTL,2007,Q2,5770878
EST,INTL,2007,Q2,435988
GRC,INTL,2007,Q2,8129266
ESP,INTL,2007,Q2,31256232
FIN,INTL,2007,Q2,2913038
FRA,INTL,2007,Q2,24446170
HRV,INTL,2007,Q2,
HUN,INTL,2007,Q2,2250021
IRL,INTL,2007,Q2,7617643
ISL,INTL,2007,Q2,673450
ITA,INTL,2007,Q2,20963243
LTU,INTL,2007,Q2,576620
LUX,INTL,2007,Q2,428772
LVA,INTL,2007,Q2,820963
MNE,INTL,2007,Q2,
MKD,INTL,2007,Q2,
MLT,INTL,2007,Q2,783216
NLD,INTL,2007,Q2,13271968
NOR,INTL,2007,Q2,3804427
POL,INTL,2007,Q2,4127589
PRT,INTL,2007,Q2,5790812
ROU,INTL,2007,Q2,1579051
RS,INTL,2007,Q2,
SWE,INTL,2007,Q2,5354273
SVN,INTL,2007,Q2,387274
SVK,INTL,2007,Q2,481602
TUR,INTL,2007,Q2,
GBR,INTL,2007,Q2,50101223
AUT,"NAT",2007,Q2,195143
BEL,"NAT",2007,Q2,22446
BGR,"NAT",2007,Q2,24140
CHE,"NAT",2007,Q2,175254
CYP,"NAT",2007,Q2,20567
CZE,"NAT",2007,Q2,104727
DEU,"NAT",2007,Q2,6124042
DNK,"NAT",2007,Q2,501254
EST,"NAT",2007,Q2,5469
GRC,"NAT",2007,Q2,1773566
ESP,"NAT",2007,Q2,11418688
FIN,"NAT",2007,Q2,735582
FRA,"NAT",2007,Q2,7189049
HRV,"NAT",2007,Q2,
HUN,"NAT",2007,Q2,227
IRL,"NAT",2007,Q2,285708
ISL,"NAT",2007,Q2,
ITA,"NAT",2007,Q2,7816046
LTU,"NAT",2007,Q2,38
LUX,"NAT",2007,Q2,0
LVA,"NAT",2007,Q2,2983
MNE,"NAT",2007,Q2,
MKD,"NAT",2007,Q2,
MLT,"NAT",2007,Q2,0
NLD,"NAT",2007,Q2,18778
NOR,"NAT",2007,Q2,3466384
POL,"NAT",2007,Q2,294961
