country,measure,year,flights
NLD,CAF_PAS_ARR,2002,47914
NOR,CAF_PAS_ARR,2002,280372
POL,CAF_PAS_ARR,2002,
PRT,CAF_PAS_ARR,2002,112069
ROU,CAF_PAS_ARR,2002,
RS,CAF_PAS_ARR,2002,
SWE,CAF_PAS_ARR,2002,214886
SVN,CAF_PAS_ARR,2002,
SVK,CAF_PAS_ARR,2002,6444
TUR,CAF_PAS_ARR,2002,
GBR,CAF_PAS_ARR,2002,503126
AUT,CAF_PAS_DEP,2002,126434
BEL,CAF_PAS_DEP,2002,100330
BGR,CAF_PAS_DEP,2002,
CHE,CAF_PAS_DEP,2002,255512
CYP,CAF_PAS_DEP,2002,
CZE,CAF_PAS_DEP,2002,28412
DEU,CAF_PAS_DEP,2002,0
DNK,CAF_PAS_DEP,2002,148238
EST,CAF_PAS_DEP,2002,8868
GRC,CAF_PAS_DEP,2002,
ESP,CAF_PAS_DEP,2002,714401
FIN,CAF_PAS_DEP,2002,111194
FRA,CAF_PAS_DEP,2002,876822
HRV,CAF_PAS_DEP,2002,
HUN,CAF_PAS_DEP,2002,33400
IRL,CAF_PAS_DEP,2002,102773
ISL,CAF_PAS_DEP,2002,
ITA,CAF_PAS_DEP,2002,503689
LTU,CAF_PAS_DEP,2002,
LUX,CAF_PAS_DEP,2002,1711
LVA,CAF_PAS_DEP,2002,9338
MNE,CAF_PAS_DEP,2002,
MKD,CAF_PAS_DEP,2002,
MLT,CAF_PAS_DEP,2002,15128
NLD,CAF_PAS_DEP,2002,36379
NOR,CAF_PAS_DEP,2002,280640
POL,CAF_PAS_DEP,2002,
PRT,CAF_PAS_DEP,2002,112000
ROU,CAF_PAS_DEP,2002,
RS,CAF_PAS_DEP,2002,
SWE,CAF_PAS_DEP,2002,215200
SVN,CAF_PAS_DEP,2002,
SVK,CAF_PAS_DEP,2002,6446
TUR,CAF_PAS_DEP,2002,
GBR,CAF_PAS_DEP,2002,539864
AUT,CAF_PAS,2001,231825
BEL,CAF_PAS,2001,275607
BGR,CAF_PAS,2001,
CHE,CAF_PAS,2001,27825
CYP,CAF_PAS,2001,64234
CZE,CAF_PAS,2001,
DEU,CAF_PAS,2001,
DNK,CAF_PAS,2001,293709
EST,CAF_PAS,2001,16929
GRC,CAF_PAS,2001,
ESP,CAF_PAS,2001,1056513
FIN,CAF_PAS,2001,167564
FRA,CAF_PAS,2001,
HRV,CAF_PAS,2001,
HUN,CAF_PAS,2001,68395
IRL,CAF_PAS,2001,197466
ISL,CAF_PAS,2001,
ITA,CAF_PAS,2001,493399
LTU,CAF_PAS,2001,
LUX,CAF_PAS,2001,1248
LVA,CAF_PAS,2001,18910
MNE,CAF_PAS,2001,
MKD,CAF_PAS,2001,
MLT,CAF_PAS,2001,27082
NLD,CAF_PAS,2001,87164
NOR,CAF_PAS,2001,365694
POL,CAF_PAS,2001,
PRT,CAF_PAS,2001,3989
ROU,CAF_PAS,2001,
RS,CAF_PAS,2001,
SWE,CAF_PAS,2001,363749
SVN,CAF_PAS,2001,
SVK,CAF_PAS,2001,9008
TUR,CAF_PAS,2001,
GBR,CAF_PAS,2001,966591
AUT,CAF_PAS_ARR,2001,125339
BEL,CAF_PAS_ARR,2001,137664
BGR,CAF_PAS_ARR,2001,
CHE,CAF_PAS_ARR,2001,15225
CYP,CAF_PAS_ARR,2001,33220
CZE,CAF_PAS_ARR,2001,
DEU,CAF_PAS_ARR,2001,
DNK,CAF_PAS_ARR,2001,155931
EST,CAF_PAS_ARR,2001,8481
GRC,CAF_PAS_ARR,2001,
ESP,CAF_PAS_ARR,2001,719275
FIN,CAF_PAS_ARR,2001,114220
FRA,CAF_PAS_ARR,2001,
HRV,CAF_PAS_ARR,2001,
HUN,CAF_PAS_ARR,2001,34121
IRL,CAF_PAS_ARR,2001,103847
ISL,CAF_PAS_ARR,2001,
ITA,CAF_PAS_ARR,2001,284194
LTU,CAF_PAS_ARR,2001,
LUX,CAF_PAS_ARR,2001,706
LVA,CAF_PAS_ARR,2001,9451
MNE,CAF_PAS_ARR,2001,
MKD,CAF_PAS_ARR,2001,
MLT,CAF_PAS_ARR,2001,13496
NLD,CAF_PAS_ARR,2001,54657
NOR,CAF_PAS_ARR,2001,298218
POL,CAF_PAS_ARR,2001,
PRT,CAF_PAS_ARR,2001,2173
ROU,CAF_PAS_ARR,2001,
RS,CAF_PAS_ARR,2001,
SWE,CAF_PAS_ARR,2001,237059
SVN,CAF_PAS_ARR,2001,
SVK,CAF_PAS_ARR,2001,4937
TUR,CAF_PAS_ARR,2001,
GBR,CAF_PAS_ARR,2001,571153
AUT,CAF_PAS_DEP,2001,125442
BEL,CAF_PAS_DEP,2001,138034
BGR,CAF_PAS_DEP,2001,
CHE,CAF_PAS_DEP,2001,13226
CYP,CAF_PAS_DEP,2001,33368
CZE,CAF_PAS_DEP,2001,
DEU,CAF_PAS_DEP,2001,
DNK,CAF_PAS_DEP,2001,156501
EST,CAF_PAS_DEP,2001,8482
GRC,CAF_PAS_DEP,2001,
ESP,CAF_PAS_DEP,2001,720367
FIN,CAF_PAS_DEP,2001,119343
FRA,CAF_PAS_DEP,2001,
HRV,CAF_PAS_DEP,2001,
HUN,CAF_PAS_DEP,2001,34274
IRL,CAF_PAS_DEP,2001,103665
ISL,CAF_PAS_DEP,2001,
ITA,CAF_PAS_DEP,2001,284921
LTU,CAF_PAS_DEP,2001,
LUX,CAF_PAS_DEP,2001,542
LVA,CAF_PAS_DEP,2001,9459
MNE,CAF_PAS_DEP,2001,
MKD,CAF_PAS_DEP,2001,
MLT,CAF_PAS_DEP,2001,13586
NLD,CAF_PAS_DEP,2001,35470
NOR,CAF_PAS_DEP,2001,298318
POL,CAF_PAS_DEP,2001,
PRT,CAF_PAS_DEP,2001,2002
ROU,CAF_PAS_DEP,2001,
RS,CAF_PAS_DEP,2001,
SWE,CAF_PAS_DEP,2001,237374
SVN,CAF_PAS_DEP,2001,
SVK,CAF_PAS_DEP,2001,4942
TUR,CAF_PAS_DEP,2001,
GBR,CAF_PAS_DEP,2001,596864
AUT,CAF_PAS,2000,239357
BEL,CAF_PAS,2000,281421
BGR,CAF_PAS,2000,
CHE,CAF_PAS,2000,28519
CYP,CAF_PAS,2000,
CZE,CAF_PAS,2000,
DEU,CAF_PAS,2000,
DNK,CAF_PAS,2000,
EST,CAF_PAS,2000,
GRC,CAF_PAS,2000,
ESP,CAF_PAS,2000,1095216
FIN,CAF_PAS,2000,163715
FRA,CAF_PAS,2000,
HRV,CAF_PAS,2000,
HUN,CAF_PAS,2000,
IRL,CAF_PAS,2000,184973
ISL,CAF_PAS,2000,
ITA,CAF_PAS,2000,188088
LTU,CAF_PAS,2000,
LUX,CAF_PAS,2000,2454
LVA,CAF_PAS,2000,
MNE,CAF_PAS,2000,
MKD,CAF_PAS,2000,
MLT,CAF_PAS,2000,
NLD,CAF_PAS,2000,
NOR,CAF_PAS,2000,355642
POL,CAF_PAS,2000,
PRT,CAF_PAS,2000,
ROU,CAF_PAS,2000,
RS,CAF_PAS,2000,
SWE,CAF_PAS,2000,372854
SVN,CAF_PAS,2000,
SVK,CAF_PAS,2000,
TUR,CAF_PAS,2000,
GBR,CAF_PAS,2000,1682293
AUT,CAF_PAS_ARR,2000,130169
BEL,CAF_PAS_ARR,2000,140713
BGR,CAF_PAS_ARR,2000,
CHE,CAF_PAS_ARR,2000,16825
CYP,CAF_PAS_ARR,2000,
CZE,CAF_PAS_ARR,2000,
DEU,CAF_PAS_ARR,2000,
DNK,CAF_PAS_ARR,2000,
EST,CAF_PAS_ARR,2000,
GRC,CAF_PAS_ARR,2000,
ESP,CAF_PAS_ARR,2000,330431
FIN,CAF_PAS_ARR,2000,112069
FRA,CAF_PAS_ARR,2000,
HRV,CAF_PAS_ARR,2000,
HUN,CAF_PAS_ARR,2000,
IRL,CAF_PAS_ARR,2000,97821
ISL,CAF_PAS_ARR,2000,
ITA,CAF_PAS_ARR,2000,113958
LTU,CAF_PAS_ARR,2000,
LUX,CAF_PAS_ARR,2000,1366
LVA,CAF_PAS_ARR,2000,
MNE,CAF_PAS_ARR,2000,
MKD,CAF_PAS_ARR,2000,
MLT,CAF_PAS_ARR,2000,
NLD,CAF_PAS_ARR,2000,
NOR,CAF_PAS_ARR,2000,257888
POL,CAF_PAS_ARR,2000,
PRT,CAF_PAS_ARR,2000,
ROU,CAF_PAS_ARR,2000,
RS,CAF_PAS_ARR,2000,
SWE,CAF_PAS_ARR,2000,242963
SVN,CAF_PAS_ARR,2000,
SVK,CAF_PAS_ARR,2000,
TUR,CAF_PAS_ARR,2000,
GBR,CAF_PAS_ARR,2000,1035113
AUT,CAF_PAS_DEP,2000,130247
BEL,CAF_PAS_DEP,2000,140809
BGR,CAF_PAS_DEP,2000,
CHE,CAF_PAS_DEP,2000,12384
CYP,CAF_PAS_DEP,2000,
CZE,CAF_PAS_DEP,2000,
DEU,CAF_PAS_DEP,2000,
DNK,CAF_PAS_DEP,2000,
EST,CAF_PAS_DEP,2000,
GRC,CAF_PAS_DEP,2000,
ESP,CAF_PAS_DEP,2000,764785
FIN,CAF_PAS_DEP,2000,119370
FRA,CAF_PAS_DEP,2000,
HRV,CAF_PAS_DEP,2000,
HUN,CAF_PAS_DEP,2000,
IRL,CAF_PAS_DEP,2000,97835
ISL,CAF_PAS_DEP,2000,
ITA,CAF_PAS_DEP,2000,109863
LTU,CAF_PAS_DEP,2000,
LUX,CAF_PAS_DEP,2000,1088
LVA,CAF_PAS_DEP,2000,
MNE,CAF_PAS_DEP,2000,
MKD,CAF_PAS_DEP,2000,
MLT,CAF_PAS_DEP,2000,
NLD,CAF_PAS_DEP,2000,
NOR,CAF_PAS_DEP,2000,257203
POL,CAF_PAS_DEP,2000,
PRT,CAF_PAS_DEP,2000,
ROU,CAF_PAS_DEP,2000,
RS,CAF_PAS_DEP,2000,
SWE,CAF_PAS_DEP,2000,242977
SVN,CAF_PAS_DEP,2000,
SVK,CAF_PAS_DEP,2000,
TUR,CAF_PAS_DEP,2000,
GBR,CAF_PAS_DEP,2000,1034998
AUT,CAF_PAS,1999,217241
BEL,CAF_PAS,1999,267234
BGR,CAF_PAS,1999,
CHE,CAF_PAS,1999,384020
CYP,CAF_PAS,1999,
CZE,CAF_PAS,1999,
DEU,CAF_PAS,1999,177241
DNK,CAF_PAS,1999,
EST,CAF_PAS,1999,
GRC,CAF_PAS,1999,
ESP,CAF_PAS,1999,
FIN,CAF_PAS,1999,157979
FRA,CAF_PAS,1999,
HRV,CAF_PAS,1999,
HUN,CAF_PAS,1999,
IRL,CAF_PAS,1999,172595
ISL,CAF_PAS,1999,
ITA,CAF_PAS,1999,161661
LTU,CAF_PAS,1999,
LUX,CAF_PAS,1999,2267
LVA,CAF_PAS,1999,
MNE,CAF_PAS,1999,
MKD,CAF_PAS,1999,
MLT,CAF_PAS,1999,
NLD,CAF_PAS,1999,
NOR,CAF_PAS,1999,390342
POL,CAF_PAS,1999,
PRT,CAF_PAS,1999,164636
ROU,CAF_PAS,1999,
RS,CAF_PAS,1999,
SWE,CAF_PAS,1999,368469
SVN,CAF_PAS,1999,
SVK,CAF_PAS,1999,
TUR,CAF_PAS,1999,
GBR,CAF_PAS,1999,1497244
AUT,CAF_PAS_ARR,1999,117710
BEL,CAF_PAS_ARR,1999,133532
BGR,CAF_PAS_ARR,1999,
CHE,CAF_PAS_ARR,1999,202355
CYP,CAF_PAS_ARR,1999,
CZE,CAF_PAS_ARR,1999,
DEU,CAF_PAS_ARR,1999,63353
DNK,CAF_PAS_ARR,1999,
EST,CAF_PAS_ARR,1999,
GRC,CAF_PAS_ARR,1999,
ESP,CAF_PAS_ARR,1999,
FIN,CAF_PAS_ARR,1999,109076
FRA,CAF_PAS_ARR,1999,
HRV,CAF_PAS_ARR,1999,
HUN,CAF_PAS_ARR,1999,
IRL,CAF_PAS_ARR,1999,91130
ISL,CAF_PAS_ARR,1999,
ITA,CAF_PAS_ARR,1999,98201
LTU,CAF_PAS_ARR,1999,
LUX,CAF_PAS_ARR,1999,1373
LVA,CAF_PAS_ARR,1999,
MNE,CAF_PAS_ARR,1999,
MKD,CAF_PAS_ARR,1999,
MLT,CAF_PAS_ARR,1999,
NLD,CAF_PAS_ARR,1999,
NOR,CAF_PAS_ARR,1999,328873
POL,CAF_PAS_ARR,1999,
PRT,CAF_PAS_ARR,1999,95204
ROU,CAF_PAS_ARR,1999,
RS,CAF_PAS_ARR,1999,
SWE,CAF_PAS_ARR,1999,242733
SVN,CAF_PAS_ARR,1999,
SVK,CAF_PAS_ARR,1999,
TUR,CAF_PAS_ARR,1999,
GBR,CAF_PAS_ARR,1999,882149
AUT,CAF_PAS_DEP,1999,117772
BEL,CAF_PAS_DEP,1999,133729
BGR,CAF_PAS_DEP,1999,
CHE,CAF_PAS_DEP,1999,202452
CYP,CAF_PAS_DEP,1999,
CZE,CAF_PAS_DEP,1999,
DEU,CAF_PAS_DEP,1999,113888
DNK,CAF_PAS_DEP,1999,
EST,CAF_PAS_DEP,1999,
GRC,CAF_PAS_DEP,1999,
ESP,CAF_PAS_DEP,1999,
FIN,CAF_PAS_DEP,1999,116044
FRA,CAF_PAS_DEP,1999,
HRV,CAF_PAS_DEP,1999,
HUN,CAF_PAS_DEP,1999,
IRL,CAF_PAS_DEP,1999,91100
ISL,CAF_PAS_DEP,1999,
ITA,CAF_PAS_DEP,1999,97830
LTU,CAF_PAS_DEP,1999,
LUX,CAF_PAS_DEP,1999,894
LVA,CAF_PAS_DEP,1999,
MNE,CAF_PAS_DEP,1999,
MKD,CAF_PAS_DEP,1999,
MLT,CAF_PAS_DEP,1999,
NLD,CAF_PAS_DEP,1999,
NOR,CAF_PAS_DEP,1999,327166
POL,CAF_PAS_DEP,1999,
PRT,CAF_PAS_DEP,1999,94681
ROU,CAF_PAS_DEP,1999,
RS,CAF_PAS_DEP,1999,
SWE,CAF_PAS_DEP,1999,242896
SVN,CAF_PAS_DEP,1999,
SVK,CAF_PAS_DEP,1999,
TUR,CAF_PAS_DEP,1999,
GBR,CAF_PAS_DEP,1999,882180
AUT,CAF_PAS,1998,213724
BEL,CAF_PAS,1998,
BGR,CAF_PAS,1998,
CHE,CAF_PAS,1998,360051
CYP,CAF_PAS,1998,
CZE,CAF_PAS,1998,
DEU,CAF_PAS,1998,
DNK,CAF_PAS,1998,
EST,CAF_PAS,1998,
GRC,CAF_PAS,1998,
ESP,CAF_PAS,1998,
FIN,CAF_PAS,1998,162991
FRA,CAF_PAS,1998,
HRV,CAF_PAS,1998,
HUN,CAF_PAS,1998,
IRL,CAF_PAS,1998,
ISL,CAF_PAS,1998,
ITA,CAF_PAS,1998,
LTU,CAF_PAS,1998,
LUX,CAF_PAS,1998,7012
LVA,CAF_PAS,1998,
MNE,CAF_PAS,1998,
MKD,CAF_PAS,1998,
MLT,CAF_PAS,1998,
NLD,CAF_PAS,1998,79483
NOR,CAF_PAS,1998,
POL,CAF_PAS,1998,
PRT,CAF_PAS,1998,148982
ROU,CAF_PAS,1998,
RS,CAF_PAS,1998,
SWE,CAF_PAS,1998,0
SVN,CAF_PAS,1998,
SVK,CAF_PAS,1998,
TUR,CAF_PAS,1998,
GBR,CAF_PAS,1998,1420426
AUT,CAF_PAS_ARR,1998,116466
BEL,CAF_PAS_ARR,1998,
BGR,CAF_PAS_ARR,1998,
CHE,CAF_PAS_ARR,1998,190333
CYP,CAF_PAS_ARR,1998,
CZE,CAF_PAS_ARR,1998,
DEU,CAF_PAS_ARR,1998,
DNK,CAF_PAS_ARR,1998,
EST,CAF_PAS_ARR,1998,
GRC,CAF_PAS_ARR,1998,
ESP,CAF_PAS_ARR,1998,
FIN,CAF_PAS_ARR,1998,116745
FRA,CAF_PAS_ARR,1998,
HRV,CAF_PAS_ARR,1998,
HUN,CAF_PAS_ARR,1998,
IRL,CAF_PAS_ARR,1998,
ISL,CAF_PAS_ARR,1998,
ITA,CAF_PAS_ARR,1998,
LTU,CAF_PAS_ARR,1998,
LUX,CAF_PAS_ARR,1998,4087
LVA,CAF_PAS_ARR,1998,
MNE,CAF_PAS_ARR,1998,
MKD,CAF_PAS_ARR,1998,
MLT,CAF_PAS_ARR,1998,
NLD,CAF_PAS_ARR,1998,40137
NOR,CAF_PAS_ARR,1998,
POL,CAF_PAS_ARR,1998,
PRT,CAF_PAS_ARR,1998,85966
ROU,CAF_PAS_ARR,1998,
RS,CAF_PAS_ARR,1998,
SWE,CAF_PAS_ARR,1998,0
SVN,CAF_PAS_ARR,1998,
SVK,CAF_PAS_ARR,1998,
TUR,CAF_PAS_ARR,1998,
GBR,CAF_PAS_ARR,1998,838704
AUT,CAF_PAS_DEP,1998,116488
BEL,CAF_PAS_DEP,1998,
BGR,CAF_PAS_DEP,1998,
CHE,CAF_PAS_DEP,1998,190199
CYP,CAF_PAS_DEP,1998,
CZE,CAF_PAS_DEP,1998,
DEU,CAF_PAS_DEP,1998,
DNK,CAF_PAS_DEP,1998,
EST,CAF_PAS_DEP,1998,
GRC,CAF_PAS_DEP,1998,
ESP,CAF_PAS_DEP,1998,
FIN,CAF_PAS_DEP,1998,120827
FRA,CAF_PAS_DEP,1998,
HRV,CAF_PAS_DEP,1998,
HUN,CAF_PAS_DEP,1998,
IRL,CAF_PAS_DEP,1998,
ISL,CAF_PAS_DEP,1998,
ITA,CAF_PAS_DEP,1998,
LTU,CAF_PAS_DEP,1998,
LUX,CAF_PAS_DEP,1998,2925
LVA,CAF_PAS_DEP,1998,
MNE,CAF_PAS_DEP,1998,
MKD,CAF_PAS_DEP,1998,
MLT,CAF_PAS_DEP,1998,
NLD,CAF_PAS_DEP,1998,39346
NOR,CAF_PAS_DEP,1998,
POL,CAF_PAS_DEP,1998,
PRT,CAF_PAS_DEP,1998,85730
ROU,CAF_PAS_DEP,1998,
RS,CAF_PAS_DEP,1998,
SWE,CAF_PAS_DEP,1998,0
SVN,CAF_PAS_DEP,1998,
SVK,CAF_PAS_DEP,1998,
TUR,CAF_PAS_DEP,1998,
GBR,CAF_PAS_DEP,1998,838912
AUT,CAF_PAS,1997,205917
BEL,CAF_PAS,1997,
BGR,CAF_PAS,1997,
CHE,CAF_PAS,1997,345728
CYP,CAF_PAS,1997,
CZE,CAF_PAS,1997,
DEU,CAF_PAS,1997,99751
DNK,CAF_PAS,1997,218577
EST,CAF_PAS,1997,
GRC,CAF_PAS,1997,
ESP,CAF_PAS,1997,
FIN,CAF_PAS,1997,2167
FRA,CAF_PAS,1997,
HRV,CAF_PAS,1997,
HUN,CAF_PAS,1997,
IRL,CAF_PAS,1997,
ISL,CAF_PAS,1997,
ITA,CAF_PAS,1997,
LTU,CAF_PAS,1997,
LUX,CAF_PAS,1997,7424
LVA,CAF_PAS,1997,
MNE,CAF_PAS,1997,
MKD,CAF_PAS,1997,
MLT,CAF_PAS,1997,
NLD,CAF_PAS,1997,
NOR,CAF_PAS,1997,
POL,CAF_PAS,1997,
PRT,CAF_PAS,1997,128345
ROU,CAF_PAS,1997,
RS,CAF_PAS,1997,
SWE,CAF_PAS,1997,0
SVN,CAF_PAS,1997,
SVK,CAF_PAS,1997,
TUR,CAF_PAS,1997,
GBR,CAF_PAS,1997,991324
AUT,CAF_PAS_ARR,1997,112144
BEL,CAF_PAS_ARR,1997,
BGR,CAF_PAS_ARR,1997,
CHE,CAF_PAS_ARR,1997,182746
CYP,CAF_PAS_ARR,1997,
CZE,CAF_PAS_ARR,1997,
DEU,CAF_PAS_ARR,1997,54295
DNK,CAF_PAS_ARR,1997,109168
EST,CAF_PAS_ARR,1997,
GRC,CAF_PAS_ARR,1997,
ESP,CAF_PAS_ARR,1997,
FIN,CAF_PAS_ARR,1997,569
FRA,CAF_PAS_ARR,1997,
HRV,CAF_PAS_ARR,1997,
HUN,CAF_PAS_ARR,1997,
IRL,CAF_PAS_ARR,1997,
ISL,CAF_PAS_ARR,1997,
ITA,CAF_PAS_ARR,1997,
LTU,CAF_PAS_ARR,1997,
LUX,CAF_PAS_ARR,1997,4614
LVA,CAF_PAS_ARR,1997,
MNE,CAF_PAS_ARR,1997,
MKD,CAF_PAS_ARR,1997,
MLT,CAF_PAS_ARR,1997,
NLD,CAF_PAS_ARR,1997,
NOR,CAF_PAS_ARR,1997,
POL,CAF_PAS_ARR,1997,
PRT,CAF_PAS_ARR,1997,73686
ROU,CAF_PAS_ARR,1997,
RS,CAF_PAS_ARR,1997,
SWE,CAF_PAS_ARR,1997,0
SVN,CAF_PAS_ARR,1997,
SVK,CAF_PAS_ARR,1997,
TUR,CAF_PAS_ARR,1997,
GBR,CAF_PAS_ARR,1997,495638
AUT,CAF_PAS_DEP,1997,112200
BEL,CAF_PAS_DEP,1997,
BGR,CAF_PAS_DEP,1997,
CHE,CAF_PAS_DEP,1997,182688
CYP,CAF_PAS_DEP,1997,
CZE,CAF_PAS_DEP,1997,
DEU,CAF_PAS_DEP,1997,45456
DNK,CAF_PAS_DEP,1997,109409
EST,CAF_PAS_DEP,1997,
GRC,CAF_PAS_DEP,1997,
ESP,CAF_PAS_DEP,1997,
FIN,CAF_PAS_DEP,1997,1598
FRA,CAF_PAS_DEP,1997,
HRV,CAF_PAS_DEP,1997,
HUN,CAF_PAS_DEP,1997,
IRL,CAF_PAS_DEP,1997,
ISL,CAF_PAS_DEP,1997,
ITA,CAF_PAS_DEP,1997,
LTU,CAF_PAS_DEP,1997,
LUX,CAF_PAS_DEP,1997,2810
LVA,CAF_PAS_DEP,1997,
MNE,CAF_PAS_DEP,1997,
MKD,CAF_PAS_DEP,1997,
MLT,CAF_PAS_DEP,1997,
NLD,CAF_PAS_DEP,1997,
NOR,CAF_PAS_DEP,1997,
POL,CAF_PAS_DEP,1997,
PRT,CAF_PAS_DEP,1997,73703
ROU,CAF_PAS_DEP,1997,
RS,CAF_PAS_DEP,1997,
SWE,CAF_PAS_DEP,1997,0
SVN,CAF_PAS_DEP,1997,
SVK,CAF_PAS_DEP,1997,
TUR,CAF_PAS_DEP,1997,
GBR,CAF_PAS_DEP,1997,495686
AUT,CAF_PAS,1996,203478
BEL,CAF_PAS,1996,
BGR,CAF_PAS,1996,
CHE,CAF_PAS,1996,332967
CYP,CAF_PAS,1996,
CZE,CAF_PAS,1996,
DEU,CAF_PAS,1996,100097
DNK,CAF_PAS,1996,204881
EST,CAF_PAS,1996,
GRC,CAF_PAS,1996,
ESP,CAF_PAS,1996,
FIN,CAF_PAS,1996,
FRA,CAF_PAS,1996,
HRV,CAF_PAS,1996,
HUN,CAF_PAS,1996,
IRL,CAF_PAS,1996,
ISL,CAF_PAS,1996,
ITA,CAF_PAS,1996,
LTU,CAF_PAS,1996,
LUX,CAF_PAS,1996,6066
LVA,CAF_PAS,1996,
MNE,CAF_PAS,1996,
MKD,CAF_PAS,1996,
MLT,CAF_PAS,1996,
NLD,CAF_PAS,1996,
NOR,CAF_PAS,1996,
POL,CAF_PAS,1996,
PRT,CAF_PAS,1996,15279
ROU,CAF_PAS,1996,
RS,CAF_PAS,1996,
SWE,CAF_PAS,1996,0
SVN,CAF_PAS,1996,
SVK,CAF_PAS,1996,
TUR,CAF_PAS,1996,
GBR,CAF_PAS,1996,932320
AUT,CAF_PAS_ARR,1996,110838
BEL,CAF_PAS_ARR,1996,
BGR,CAF_PAS_ARR,1996,
CHE,CAF_PAS_ARR,1996,177946
CYP,CAF_PAS_ARR,1996,
CZE,CAF_PAS_ARR,1996,
DEU,CAF_PAS_ARR,1996,53836
DNK,CAF_PAS_ARR,1996,102322
EST,CAF_PAS_ARR,1996,
GRC,CAF_PAS_ARR,1996,
ESP,CAF_PAS_ARR,1996,
FIN,CAF_PAS_ARR,1996,
FRA,CAF_PAS_ARR,1996,
HRV,CAF_PAS_ARR,1996,
HUN,CAF_PAS_ARR,1996,
IRL,CAF_PAS_ARR,1996,
ISL,CAF_PAS_ARR,1996,
ITA,CAF_PAS_ARR,1996,
LTU,CAF_PAS_ARR,1996,
LUX,CAF_PAS_ARR,1996,4095
LVA,CAF_PAS_ARR,1996,
MNE,CAF_PAS_ARR,1996,
MKD,CAF_PAS_ARR,1996,
MLT,CAF_PAS_ARR,1996,
NLD,CAF_PAS_ARR,1996,
NOR,CAF_PAS_ARR,1996,
POL,CAF_PAS_ARR,1996,
PRT,CAF_PAS_ARR,1996,8579
ROU,CAF_PAS_ARR,1996,
RS,CAF_PAS_ARR,1996,
SWE,CAF_PAS_ARR,1996,0
SVN,CAF_PAS_ARR,1996,
SVK,CAF_PAS_ARR,1996,
TUR,CAF_PAS_ARR,1996,
GBR,CAF_PAS_ARR,1996,465628
AUT,CAF_PAS_DEP,1996,110935
BEL,CAF_PAS_DEP,1996,
BGR,CAF_PAS_DEP,1996,
CHE,CAF_PAS_DEP,1996,178724
CYP,CAF_PAS_DEP,1996,
CZE,CAF_PAS_DEP,1996,
DEU,CAF_PAS_DEP,1996,46261
DNK,CAF_PAS_DEP,1996,102559
EST,CAF_PAS_DEP,1996,
GRC,CAF_PAS_DEP,1996,
ESP,CAF_PAS_DEP,1996,
FIN,CAF_PAS_DEP,1996,
FRA,CAF_PAS_DEP,1996,
HRV,CAF_PAS_DEP,1996,
HUN,CAF_PAS_DEP,1996,
IRL,CAF_PAS_DEP,1996,
ISL,CAF_PAS_DEP,1996,
ITA,CAF_PAS_DEP,1996,
LTU,CAF_PAS_DEP,1996,
LUX,CAF_PAS_DEP,1996,1971
LVA,CAF_PAS_DEP,1996,
MNE,CAF_PAS_DEP,1996,
MKD,CAF_PAS_DEP,1996,
MLT,CAF_PAS_DEP,1996,
NLD,CAF_PAS_DEP,1996,
NOR,CAF_PAS_DEP,1996,
POL,CAF_PAS_DEP,1996,
PRT,CAF_PAS_DEP,1996,6791
ROU,CAF_PAS_DEP,1996,
RS,CAF_PAS_DEP,1996,
SWE,CAF_PAS_DEP,1996,0
SVN,CAF_PAS_DEP,1996,
SVK,CAF_PAS_DEP,1996,
TUR,CAF_PAS_DEP,1996,
GBR,CAF_PAS_DEP,1996,466692
AUT,CAF_PAS,1995,51230
BEL,CAF_PAS,1995,
BGR,CAF_PAS,1995,
CHE,CAF_PAS,1995,312164
CYP,CAF_PAS,1995,
CZE,CAF_PAS,1995,
DEU,CAF_PAS,1995,101110
DNK,CAF_PAS,1995,211568
EST,CAF_PAS,1995,
GRC,CAF_PAS,1995,
ESP,CAF_PAS,1995,
FIN,CAF_PAS,1995,
FRA,CAF_PAS,1995,
HRV,CAF_PAS,1995,
HUN,CAF_PAS,1995,
IRL,CAF_PAS,1995,
ISL,CAF_PAS,1995,
ITA,CAF_PAS,1995,
LTU,CAF_PAS,1995,
LUX,CAF_PAS,1995,6530
LVA,CAF_PAS,1995,
MNE,CAF_PAS,1995,
MKD,CAF_PAS,1995,
MLT,CAF_PAS,1995,
NLD,CAF_PAS,1995,
NOR,CAF_PAS,1995,
POL,CAF_PAS,1995,
PRT,CAF_PAS,1995,
ROU,CAF_PAS,1995,
RS,CAF_PAS,1995,
SWE,CAF_PAS,1995,0
SVN,CAF_PAS,1995,
SVK,CAF_PAS,1995,
TUR,CAF_PAS,1995,
GBR,CAF_PAS,1995,889151
AUT,CAF_PAS_ARR,1995,13266
BEL,CAF_PAS_ARR,1995,
BGR,CAF_PAS_ARR,1995,
CHE,CAF_PAS_ARR,1995,167868
CYP,CAF_PAS_ARR,1995,
CZE,CAF_PAS_ARR,1995,
DEU,CAF_PAS_ARR,1995,52541
DNK,CAF_PAS_ARR,1995,105857
EST,CAF_PAS_ARR,1995,
GRC,CAF_PAS_ARR,1995,
ESP,CAF_PAS_ARR,1995,
FIN,CAF_PAS_ARR,1995,
FRA,CAF_PAS_ARR,1995,
HRV,CAF_PAS_ARR,1995,
HUN,CAF_PAS_ARR,1995,
IRL,CAF_PAS_ARR,1995,
