country,coverage,year,quarter,flights
ESP,TOTAL,2008,Q3,409722
FIN,TOTAL,2008,Q3,45820
FRA,TOTAL,2008,Q3,394177
HRV,TOTAL,2008,Q3,21876
HUN,TOTAL,2008,Q3,29533
IRL,TOTAL,2008,Q3,71177
ISL,TOTAL,2008,Q3,5928
ITA,TOTAL,2008,Q3,309807
LTU,TOTAL,2008,Q3,11265
LUX,TOTAL,2008,Q3,10686
LVA,TOTAL,2008,Q3,15058
MNE,TOTAL,2008,Q3,
MKD,TOTAL,2008,Q3,
MLT,TOTAL,2008,Q3,8698
NLD,TOTAL,2008,Q3,124850
NOR,TOTAL,2008,Q3,113150
POL,TOTAL,2008,Q3,67243
PRT,TOTAL,2008,Q3,72452
ROU,TOTAL,2008,Q3,31987
RS,TOTAL,2008,Q3,
SWE,TOTAL,2008,Q3,81526
SVN,TOTAL,2008,Q3,9523
SVK,TOTAL,2008,Q3,10203
TUR,TOTAL,2008,Q3,
GBR,TOTAL,2008,Q3,534343
AUT,INTL,2008,Q2,76656
BEL,INTL,2008,Q2,70264
BGR,INTL,2008,Q2,15553
CHE,INTL,2008,Q2,99831
CYP,INTL,2008,Q2,18315
CZE,INTL,2008,Q2,44752
DEU,INTL,2008,Q2,374511
DNK,INTL,2008,Q2,69211
EST,INTL,2008,Q2,8041
GRC,INTL,2008,Q2,62734
ESP,INTL,2008,Q2,248417
FIN,INTL,2008,Q2,34804
FRA,INTL,2008,Q2,278528
HRV,INTL,2008,Q2,13740
HUN,INTL,2008,Q2,27064
IRL,INTL,2008,Q2,63080
ISL,INTL,2008,Q2,4765
ITA,INTL,2008,Q2,197998
LTU,INTL,2008,Q2,10993
LUX,INTL,2008,Q2,10360
LVA,INTL,2008,Q2,13073
MNE,INTL,2008,Q2,
MKD,INTL,2008,Q2,
MLT,INTL,2008,Q2,7594
NLD,INTL,2008,Q2,121365
NOR,INTL,2008,Q2,52544
POL,INTL,2008,Q2,54690
PRT,INTL,2008,Q2,54461
ROU,INTL,2008,Q2,25159
RS,INTL,2008,Q2,
SWE,INTL,2008,Q2,58902
SVN,INTL,2008,Q2,8585
SVK,INTL,2008,Q2,7289
TUR,INTL,2008,Q2,
GBR,INTL,2008,Q2,381521
AUT,"NAT",2008,Q2,5238
BEL,"NAT",2008,Q2,4249
BGR,"NAT",2008,Q2,950
CHE,"NAT",2008,Q2,2970
CYP,"NAT",2008,Q2,554
CZE,"NAT",2008,Q2,3089
DEU,"NAT",2008,Q2,86091
DNK,"NAT",2008,Q2,13043
EST,"NAT",2008,Q2,597
GRC,"NAT",2008,Q2,27026
ESP,"NAT",2008,Q2,128938
FIN,"NAT",2008,Q2,15648
FRA,"NAT",2008,Q2,102327
HRV,"NAT",2008,Q2,2400
HUN,"NAT",2008,Q2,0
IRL,"NAT",2008,Q2,4698
ISL,"NAT",2008,Q2,
ITA,"NAT",2008,Q2,84031
LTU,"NAT",2008,Q2,34
LUX,"NAT",2008,Q2,19
LVA,"NAT",2008,Q2,774
MNE,"NAT",2008,Q2,
MKD,"NAT",2008,Q2,
MLT,"NAT",2008,Q2,0
NLD,"NAT",2008,Q2,988
NOR,"NAT",2008,Q2,64396
POL,"NAT",2008,Q2,7817
PRT,"NAT",2008,Q2,10545
ROU,"NAT",2008,Q2,4131
RS,"NAT",2008,Q2,
SWE,"NAT",2008,Q2,32285
SVN,"NAT",2008,Q2,
SVK,"NAT",2008,Q2,652
TUR,"NAT",2008,Q2,
GBR,"NAT",2008,Q2,124886
AUT,TOTAL,2008,Q2,81894
BEL,TOTAL,2008,Q2,74513
BGR,TOTAL,2008,Q2,16503
CHE,TOTAL,2008,Q2,102801
CYP,TOTAL,2008,Q2,18869
CZE,TOTAL,2008,Q2,47841
DEU,TOTAL,2008,Q2,460602
DNK,TOTAL,2008,Q2,82254
EST,TOTAL,2008,Q2,8638
GRC,TOTAL,2008,Q2,89760
ESP,TOTAL,2008,Q2,377355
FIN,TOTAL,2008,Q2,50452
FRA,TOTAL,2008,Q2,380855
HRV,TOTAL,2008,Q2,16140
HUN,TOTAL,2008,Q2,27064
IRL,TOTAL,2008,Q2,67778
ISL,TOTAL,2008,Q2,4765
ITA,TOTAL,2008,Q2,282029
LTU,TOTAL,2008,Q2,11027
LUX,TOTAL,2008,Q2,10379
LVA,TOTAL,2008,Q2,13847
MNE,TOTAL,2008,Q2,
MKD,TOTAL,2008,Q2,
MLT,TOTAL,2008,Q2,7594
NLD,TOTAL,2008,Q2,122353
NOR,TOTAL,2008,Q2,116940
POL,TOTAL,2008,Q2,62507
PRT,TOTAL,2008,Q2,65006
ROU,TOTAL,2008,Q2,29290
RS,TOTAL,2008,Q2,
SWE,TOTAL,2008,Q2,91187
SVN,TOTAL,2008,Q2,8585
SVK,TOTAL,2008,Q2,7941
TUR,TOTAL,2008,Q2,
GBR,TOTAL,2008,Q2,506407
AUT,INTL,2008,Q1,72130
BEL,INTL,2008,Q1,61198
BGR,INTL,2008,Q1,8874
CHE,INTL,2008,Q1,95752
CYP,INTL,2008,Q1,11418
CZE,INTL,2008,Q1,36902
DEU,INTL,2008,Q1,318525
DNK,INTL,2008,Q1,60853
EST,INTL,2008,Q1,7119
GRC,INTL,2008,Q1,25523
ESP,INTL,2008,Q1,201659
FIN,INTL,2008,Q1,33042
FRA,INTL,2008,Q1,243859
HRV,INTL,2008,Q1,7320
HUN,INTL,2008,Q1,24265
IRL,INTL,2008,Q1,56141
ISL,INTL,2008,Q1,3538
ITA,INTL,2008,Q1,172515
LTU,INTL,2008,Q1,9146
LUX,INTL,2008,Q1,8983
LVA,INTL,2008,Q1,10874
MNE,INTL,2008,Q1,
MKD,INTL,2008,Q1,
MLT,INTL,2008,Q1,5226
NLD,INTL,2008,Q1,104119
NOR,INTL,2008,Q1,42384
POL,INTL,2008,Q1,47859
PRT,INTL,2008,Q1,46091
ROU,INTL,2008,Q1,20583
RS,INTL,2008,Q1,
SWE,INTL,2008,Q1,50845
SVN,INTL,2008,Q1,6973
SVK,INTL,2008,Q1,6067
TUR,INTL,2008,Q1,
GBR,INTL,2008,Q1,327216
AUT,"NAT",2008,Q1,5257
BEL,"NAT",2008,Q1,2562
BGR,"NAT",2008,Q1,554
CHE,"NAT",2008,Q1,2854
CYP,"NAT",2008,Q1,450
CZE,"NAT",2008,Q1,2455
DEU,"NAT",2008,Q1,78779
DNK,"NAT",2008,Q1,12039
EST,"NAT",2008,Q1,536
GRC,"NAT",2008,Q1,21794
ESP,"NAT",2008,Q1,123871
FIN,"NAT",2008,Q1,15352
FRA,"NAT",2008,Q1,94521
HRV,"NAT",2008,Q1,1696
HUN,"NAT",2008,Q1,0
IRL,"NAT",2008,Q1,4654
ISL,"NAT",2008,Q1,
ITA,"NAT",2008,Q1,79090
LTU,"NAT",2008,Q1,8
LUX,"NAT",2008,Q1,22
LVA,"NAT",2008,Q1,283
MNE,"NAT",2008,Q1,
MKD,"NAT",2008,Q1,
MLT,"NAT",2008,Q1,0
NLD,"NAT",2008,Q1,878
NOR,"NAT",2008,Q1,59193
POL,"NAT",2008,Q1,7587
PRT,"NAT",2008,Q1,8530
ROU,"NAT",2008,Q1,3786
RS,"NAT",2008,Q1,
SWE,"NAT",2008,Q1,30223
SVN,"NAT",2008,Q1,
SVK,"NAT",2008,Q1,640
TUR,"NAT",2008,Q1,
GBR,"NAT",2008,Q1,111935
AUT,TOTAL,2008,Q1,77387
BEL,TOTAL,2008,Q1,63760
BGR,TOTAL,2008,Q1,9428
CHE,TOTAL,2008,Q1,98606
CYP,TOTAL,2008,Q1,11868
CZE,TOTAL,2008,Q1,39357
DEU,TOTAL,2008,Q1,397304
DNK,TOTAL,2008,Q1,72892
EST,TOTAL,2008,Q1,7655
GRC,TOTAL,2008,Q1,47317
ESP,TOTAL,2008,Q1,325530
FIN,TOTAL,2008,Q1,48394
FRA,TOTAL,2008,Q1,338380
HRV,TOTAL,2008,Q1,9016
HUN,TOTAL,2008,Q1,24265
IRL,TOTAL,2008,Q1,60795
ISL,TOTAL,2008,Q1,3538
ITA,TOTAL,2008,Q1,251605
LTU,TOTAL,2008,Q1,9154
LUX,TOTAL,2008,Q1,9005
LVA,TOTAL,2008,Q1,11157
MNE,TOTAL,2008,Q1,
MKD,TOTAL,2008,Q1,
MLT,TOTAL,2008,Q1,5226
NLD,TOTAL,2008,Q1,104997
NOR,TOTAL,2008,Q1,101577
POL,TOTAL,2008,Q1,55446
PRT,TOTAL,2008,Q1,54621
ROU,TOTAL,2008,Q1,24369
RS,TOTAL,2008,Q1,
SWE,TOTAL,2008,Q1,81068
SVN,TOTAL,2008,Q1,6973
SVK,TOTAL,2008,Q1,6707
TUR,TOTAL,2008,Q1,
GBR,TOTAL,2008,Q1,439151
AUT,INTL,2007,Q4,70222
BEL,INTL,2007,Q4,62869
BGR,INTL,2007,Q4,9418
CHE,INTL,2007,Q4,93000
CYP,INTL,2007,Q4,14608
CZE,INTL,2007,Q4,39802
DEU,INTL,2007,Q4,340389
DNK,INTL,2007,Q4,59270
EST,INTL,2007,Q4,7347
GRC,INTL,2007,Q4,37399
ESP,INTL,2007,Q4,217210
FIN,INTL,2007,Q4,32902
FRA,INTL,2007,Q4,242517
HRV,INTL,2007,Q4,
HUN,INTL,2007,Q4,25553
IRL,INTL,2007,Q4,55374
ISL,INTL,2007,Q4,3918
ITA,INTL,2007,Q4,184413
LTU,INTL,2007,Q4,8883
LUX,INTL,2007,Q4,9366
LVA,INTL,2007,Q4,11016
MNE,INTL,2007,Q4,
MKD,INTL,2007,Q4,
MLT,INTL,2007,Q4,6054
NLD,INTL,2007,Q4,109959
NOR,INTL,2007,Q4,43309
POL,INTL,2007,Q4,48289
PRT,INTL,2007,Q4,48936
ROU,INTL,2007,Q4,22511
RS,INTL,2007,Q4,
SWE,INTL,2007,Q4,51518
SVN,INTL,2007,Q4,7154
SVK,INTL,2007,Q4,5943
TUR,INTL,2007,Q4,
GBR,INTL,2007,Q4,341531
AUT,"NAT",2007,Q4,5117
BEL,"NAT",2007,Q4,2273
BGR,"NAT",2007,Q4,693
CHE,"NAT",2007,Q4,2981
CYP,"NAT",2007,Q4,468
CZE,"NAT",2007,Q4,2480
DEU,"NAT",2007,Q4,83987
DNK,"NAT",2007,Q4,11778
EST,"NAT",2007,Q4,606
GRC,"NAT",2007,Q4,24354
ESP,"NAT",2007,Q4,126294
FIN,"NAT",2007,Q4,15227
FRA,"NAT",2007,Q4,93059
HRV,"NAT",2007,Q4,
HUN,"NAT",2007,Q4,0
IRL,"NAT",2007,Q4,4794
ISL,"NAT",2007,Q4,
ITA,"NAT",2007,Q4,82627
LTU,"NAT",2007,Q4,6
LUX,"NAT",2007,Q4,1
LVA,"NAT",2007,Q4,274
MNE,"NAT",2007,Q4,
MKD,"NAT",2007,Q4,
MLT,"NAT",2007,Q4,0
NLD,"NAT",2007,Q4,874
NOR,"NAT",2007,Q4,62190
POL,"NAT",2007,Q4,7723
PRT,"NAT",2007,Q4,8800
ROU,"NAT",2007,Q4,3878
RS,"NAT",2007,Q4,
SWE,"NAT",2007,Q4,32010
SVN,"NAT",2007,Q4,2
SVK,"NAT",2007,Q4,628
TUR,"NAT",2007,Q4,
GBR,"NAT",2007,Q4,118590
AUT,TOTAL,2007,Q4,75339
BEL,TOTAL,2007,Q4,65142
BGR,TOTAL,2007,Q4,10111
CHE,TOTAL,2007,Q4,95981
CYP,TOTAL,2007,Q4,15076
CZE,TOTAL,2007,Q4,42282
DEU,TOTAL,2007,Q4,424376
DNK,TOTAL,2007,Q4,71048
EST,TOTAL,2007,Q4,7953
GRC,TOTAL,2007,Q4,61753
ESP,TOTAL,2007,Q4,343504
FIN,TOTAL,2007,Q4,48129
FRA,TOTAL,2007,Q4,335576
HRV,TOTAL,2007,Q4,
HUN,TOTAL,2007,Q4,25553
IRL,TOTAL,2007,Q4,60168
ISL,TOTAL,2007,Q4,3918
ITA,TOTAL,2007,Q4,267040
LTU,TOTAL,2007,Q4,8889
LUX,TOTAL,2007,Q4,9367
LVA,TOTAL,2007,Q4,11290
MNE,TOTAL,2007,Q4,
MKD,TOTAL,2007,Q4,
MLT,TOTAL,2007,Q4,6054
NLD,TOTAL,2007,Q4,110833
NOR,TOTAL,2007,Q4,105499
POL,TOTAL,2007,Q4,56012
PRT,TOTAL,2007,Q4,57736
ROU,TOTAL,2007,Q4,26389
RS,TOTAL,2007,Q4,
SWE,TOTAL,2007,Q4,83528
SVN,TOTAL,2007,Q4,7156
SVK,TOTAL,2007,Q4,6571
TUR,TOTAL,2007,Q4,
GBR,TOTAL,2007,Q4,460121
AUT,INTL,2007,Q3,76397
BEL,INTL,2007,Q3,69071
BGR,INTL,2007,Q3,24561
CHE,INTL,2007,Q3,98347
CYP,INTL,2007,Q3,21541
CZE,INTL,2007,Q3,46238
DEU,INTL,2007,Q3,384104
DNK,INTL,2007,Q3,64882
EST,INTL,2007,Q3,7033
GRC,INTL,2007,Q3,98278
ESP,INTL,2007,Q3,284041
FIN,INTL,2007,Q3,32057
FRA,INTL,2007,Q3,284475
HRV,INTL,2007,Q3,
HUN,INTL,2007,Q3,31446
IRL,INTL,2007,Q3,66057
ISL,INTL,2007,Q3,6547
ITA,INTL,2007,Q3,232853
LTU,INTL,2007,Q3,9197
LUX,INTL,2007,Q3,10077
LVA,INTL,2007,Q3,11760
MNE,INTL,2007,Q3,
MKD,INTL,2007,Q3,
MLT,INTL,2007,Q3,9004
NLD,INTL,2007,Q3,124932
NOR,INTL,2007,Q3,47999
POL,INTL,2007,Q3,55974
PRT,INTL,2007,Q3,61287
ROU,INTL,2007,Q3,24909
RS,INTL,2007,Q3,
SWE,INTL,2007,Q3,52216
SVN,INTL,2007,Q3,8505
SVK,INTL,2007,Q3,8103
TUR,INTL,2007,Q3,
GBR,INTL,2007,Q3,415048
AUT,"NAT",2007,Q3,5038
BEL,"NAT",2007,Q3,2960
BGR,"NAT",2007,Q3,974
CHE,"NAT",2007,Q3,2921
CYP,"NAT",2007,Q3,548
CZE,"NAT",2007,Q3,2939
DEU,"NAT",2007,Q3,84673
DNK,"NAT",2007,Q3,12255
EST,"NAT",2007,Q3,595
GRC,"NAT",2007,Q3,33591
ESP,"NAT",2007,Q3,137016
FIN,"NAT",2007,Q3,12244
FRA,"NAT",2007,Q3,103680
HRV,"NAT",2007,Q3,
HUN,"NAT",2007,Q3,0
IRL,"NAT",2007,Q3,5253
ISL,"NAT",2007,Q3,
ITA,"NAT",2007,Q3,91919
LTU,"NAT",2007,Q3,4
LUX,"NAT",2007,Q3,0
LVA,"NAT",2007,Q3,294
MNE,"NAT",2007,Q3,
MKD,"NAT",2007,Q3,
MLT,"NAT",2007,Q3,0
NLD,"NAT",2007,Q3,937
NOR,"NAT",2007,Q3,60021
POL,"NAT",2007,Q3,8240
PRT,"NAT",2007,Q3,11500
ROU,"NAT",2007,Q3,3956
RS,"NAT",2007,Q3,
SWE,"NAT",2007,Q3,25012
SVN,"NAT",2007,Q3,
SVK,"NAT",2007,Q3,457
TUR,"NAT",2007,Q3,
GBR,"NAT",2007,Q3,126264
AUT,TOTAL,2007,Q3,81435
BEL,TOTAL,2007,Q3,72031
BGR,TOTAL,2007,Q3,25535
CHE,TOTAL,2007,Q3,101268
CYP,TOTAL,2007,Q3,22089
CZE,TOTAL,2007,Q3,49177
DEU,TOTAL,2007,Q3,468777
DNK,TOTAL,2007,Q3,77137
EST,TOTAL,2007,Q3,7628
GRC,TOTAL,2007,Q3,131869
ESP,TOTAL,2007,Q3,421057
FIN,TOTAL,2007,Q3,44301
FRA,TOTAL,2007,Q3,388155
HRV,TOTAL,2007,Q3,
HUN,TOTAL,2007,Q3,31446
IRL,TOTAL,2007,Q3,71310
ISL,TOTAL,2007,Q3,6547
ITA,TOTAL,2007,Q3,324772
LTU,TOTAL,2007,Q3,9201
LUX,TOTAL,2007,Q3,10077
LVA,TOTAL,2007,Q3,12054
MNE,TOTAL,2007,Q3,
MKD,TOTAL,2007,Q3,
MLT,TOTAL,2007,Q3,9004
NLD,TOTAL,2007,Q3,125869
NOR,TOTAL,2007,Q3,108020
POL,TOTAL,2007,Q3,64214
PRT,TOTAL,2007,Q3,72787
ROU,TOTAL,2007,Q3,28865
RS,TOTAL,2007,Q3,
SWE,TOTAL,2007,Q3,77228
SVN,TOTAL,2007,Q3,8505
SVK,TOTAL,2007,Q3,8560
TUR,TOTAL,2007,Q3,
GBR,TOTAL,2007,Q3,541312
AUT,INTL,2007,Q2,70737
BEL,INTL,2007,Q2,65319
BGR,INTL,2007,Q2,14606
CHE,INTL,2007,Q2,95128
CYP,INTL,2007,Q2,18037
CZE,INTL,2007,Q2,42660
DEU,INTL,2007,Q2,364367
DNK,INTL,2007,Q2,63022
EST,INTL,2007,Q2,6788
GRC,INTL,2007,Q2,64397
ESP,INTL,2007,Q2,245199
FIN,INTL,2007,Q2,32050
FRA,INTL,2007,Q2,270730
HRV,INTL,2007,Q2,
HUN,INTL,2007,Q2,28535
IRL,INTL,2007,Q2,60289
ISL,INTL,2007,Q2,5286
ITA,INTL,2007,Q2,206810
LTU,INTL,2007,Q2,8669
LUX,INTL,2007,Q2,9790
LVA,INTL,2007,Q2,11202
MNE,INTL,2007,Q2,
MKD,INTL,2007,Q2,
MLT,INTL,2007,Q2,7672
NLD,INTL,2007,Q2,120242
NOR,INTL,2007,Q2,45603
POL,INTL,2007,Q2,50330
PRT,INTL,2007,Q2,55632
ROU,INTL,2007,Q2,21511
RS,INTL,2007,Q2,
SWE,INTL,2007,Q2,52214
SVN,INTL,2007,Q2,7441
SVK,INTL,2007,Q2,5965
TUR,INTL,2007,Q2,
GBR,INTL,2007,Q2,380352
AUT,"NAT",2007,Q2,4958
BEL,"NAT",2007,Q2,2901
BGR,"NAT",2007,Q2,772
CHE,"NAT",2007,Q2,3097
CYP,"NAT",2007,Q2,574
CZE,"NAT",2007,Q2,2683
DEU,"NAT",2007,Q2,83103
DNK,"NAT",2007,Q2,11987
EST,"NAT",2007,Q2,586
GRC,"NAT",2007,Q2,28500
ESP,"NAT",2007,Q2,130863
FIN,"NAT",2007,Q2,15253
FRA,"NAT",2007,Q2,102115
HRV,"NAT",2007,Q2,
HUN,"NAT",2007,Q2,4
IRL,"NAT",2007,Q2,5147
ISL,"NAT",2007,Q2,
ITA,"NAT",2007,Q2,84604
LTU,"NAT",2007,Q2,4
LUX,"NAT",2007,Q2,0
LVA,"NAT",2007,Q2,159
MNE,"NAT",2007,Q2,
MKD,"NAT",2007,Q2,
MLT,"NAT",2007,Q2,0
NLD,"NAT",2007,Q2,997
NOR,"NAT",2007,Q2,61028
POL,"NAT",2007,Q2,8118
PRT,"NAT",2007,Q2,9764
ROU,"NAT",2007,Q2,3740
RS,"NAT",2007,Q2,
SWE,"NAT",2007,Q2,29495
SVN,"NAT",2007,Q2,1
SVK,"NAT",2007,Q2,474
TUR,"NAT",2007,Q2,
GBR,"NAT",2007,Q2,124407
AUT,TOTAL,2007,Q2,75695
BEL,TOTAL,2007,Q2,68220
BGR,TOTAL,2007,Q2,15378
CHE,TOTAL,2007,Q2,98225
CYP,TOTAL,2007,Q2,18611
CZE,TOTAL,2007,Q2,45343
DEU,TOTAL,2007,Q2,447470
DNK,TOTAL,2007,Q2,75009
EST,TOTAL,2007,Q2,7374
GRC,TOTAL,2007,Q2,92897
ESP,TOTAL,2007,Q2,376062
FIN,TOTAL,2007,Q2,47303
FRA,TOTAL,2007,Q2,372845
HRV,TOTAL,2007,Q2,
HUN,TOTAL,2007,Q2,28539
IRL,TOTAL,2007,Q2,65436
ISL,TOTAL,2007,Q2,5286
ITA,TOTAL,2007,Q2,291414
LTU,TOTAL,2007,Q2,8673
LUX,TOTAL,2007,Q2,9790
LVA,TOTAL,2007,Q2,11361
MNE,TOTAL,2007,Q2,
MKD,TOTAL,2007,Q2,
MLT,TOTAL,2007,Q2,7672
NLD,TOTAL,2007,Q2,121239
NOR,TOTAL,2007,Q2,106631
POL,TOTAL,2007,Q2,58448
PRT,TOTAL,2007,Q2,65396
ROU,TOTAL,2007,Q2,25251
RS,TOTAL,2007,Q2,
SWE,TOTAL,2007,Q2,81709
SVN,TOTAL,2007,Q2,7442
SVK,TOTAL,2007,Q2,6439
TUR,TOTAL,2007,Q2,
GBR,TOTAL,2007,Q2,504759
AUT,INTL,2007,Q1,63720
BEL,INTL,2007,Q1,56518
BGR,INTL,2007,Q1,7920
CHE,INTL,2007,Q1,91017
CYP,INTL,2007,Q1,11004
CZE,INTL,2007,Q1,34625
DEU,INTL,2007,Q1,309751
DNK,INTL,2007,Q1,57682
EST,INTL,2007,Q1,5501
GRC,INTL,2007,Q1,25744
ESP,INTL,2007,Q1,176999
FIN,INTL,2007,Q1,30243
FRA,INTL,2007,Q1,235749
HRV,INTL,2007,Q1,
HUN,INTL,2007,Q1,23879
IRL,INTL,2007,Q1,50459
ISL,INTL,2007,Q1,3593
ITA,INTL,2007,Q1,171834
LTU,INTL,2007,Q1,7617
LUX,INTL,2007,Q1,9155
LVA,INTL,2007,Q1,8899
MNE,INTL,2007,Q1,
MKD,INTL,2007,Q1,
MLT,INTL,2007,Q1,4622
NLD,INTL,2007,Q1,104866
NOR,INTL,2007,Q1,39152
POL,INTL,2007,Q1,43096
PRT,INTL,2007,Q1,45052
ROU,INTL,2007,Q1,18527
RS,INTL,2007,Q1,
SWE,INTL,2007,Q1,46576
SVN,INTL,2007,Q1,6077
SVK,INTL,2007,Q1,4919
TUR,INTL,2007,Q1,
GBR,INTL,2007,Q1,323054
AUT,"NAT",2007,Q1,4784
BEL,"NAT",2007,Q1,2021
BGR,"NAT",2007,Q1,534
CHE,"NAT",2007,Q1,3132
CYP,"NAT",2007,Q1,528
CZE,"NAT",2007,Q1,2312
DEU,"NAT",2007,Q1,80618
DNK,"NAT",2007,Q1,11324
EST,"NAT",2007,Q1,515
GRC,"NAT",2007,Q1,23076
ESP,"NAT",2007,Q1,122618
FIN,"NAT",2007,Q1,16825
FRA,"NAT",2007,Q1,96207
HRV,"NAT",2007,Q1,
HUN,"NAT",2007,Q1,0
IRL,"NAT",2007,Q1,5058
ISL,"NAT",2007,Q1,
ITA,"NAT",2007,Q1,83630
LTU,"NAT",2007,Q1,59
LUX,"NAT",2007,Q1,0
LVA,"NAT",2007,Q1,1
MNE,"NAT",2007,Q1,
MKD,"NAT",2007,Q1,
MLT,"NAT",2007,Q1,0
NLD,"NAT",2007,Q1,992
NOR,"NAT",2007,Q1,59534
POL,"NAT",2007,Q1,7778
PRT,"NAT",2007,Q1,8647
ROU,"NAT",2007,Q1,3313
RS,"NAT",2007,Q1,
SWE,"NAT",2007,Q1,31409
SVN,"NAT",2007,Q1,1
SVK,"NAT",2007,Q1,404
TUR,"NAT",2007,Q1,
GBR,"NAT",2007,Q1,117833
AUT,TOTAL,2007,Q1,68504
BEL,TOTAL,2007,Q1,58539
BGR,TOTAL,2007,Q1,8454
CHE,TOTAL,2007,Q1,94149
CYP,TOTAL,2007,Q1,11532
CZE,TOTAL,2007,Q1,36937
DEU,TOTAL,2007,Q1,390369
DNK,TOTAL,2007,Q1,69006
EST,TOTAL,2007,Q1,6016
GRC,TOTAL,2007,Q1,48820
ESP,TOTAL,2007,Q1,299617
FIN,TOTAL,2007,Q1,47068
FRA,TOTAL,2007,Q1,331956
HRV,TOTAL,2007,Q1,
HUN,TOTAL,2007,Q1,23879
IRL,TOTAL,2007,Q1,55517
ISL,TOTAL,2007,Q1,3593
ITA,TOTAL,2007,Q1,255464
LTU,TOTAL,2007,Q1,7676
LUX,TOTAL,2007,Q1,9155
LVA,TOTAL,2007,Q1,8900
MNE,TOTAL,2007,Q1,
MKD,TOTAL,2007,Q1,
MLT,TOTAL,2007,Q1,4622
NLD,TOTAL,2007,Q1,105858
NOR,TOTAL,2007,Q1,98686
POL,TOTAL,2007,Q1,50874
PRT,TOTAL,2007,Q1,53699
ROU,TOTAL,2007,Q1,21840
RS,TOTAL,2007,Q1,
SWE,TOTAL,2007,Q1,77985
SVN,TOTAL,2007,Q1,6078
SVK,TOTAL,2007,Q1,5323
TUR,TOTAL,2007,Q1,
GBR,TOTAL,2007,Q1,440887
AUT,INTL,2006,Q4,61873
BEL,INTL,2006,Q4,56710
BGR,INTL,2006,Q4,
CHE,INTL,2006,Q4,88446
CYP,INTL,2006,Q4,13118
CZE,INTL,2006,Q4,37054
DEU,INTL,2006,Q4,327521
DNK,INTL,2006,Q4,58696
EST,INTL,2006,Q4,5478
GRC,INTL,2006,Q4,36846
ESP,INTL,2006,Q4,189284
FIN,INTL,2006,Q4,30431
FRA,INTL,2006,Q4,233362
HRV,INTL,2006,Q4,
HUN,INTL,2006,Q4,25577
IRL,INTL,2006,Q4,51093
ISL,INTL,2006,Q4,3466
ITA,INTL,2006,Q4,169401
LTU,INTL,2006,Q4,7666
LUX,INTL,2006,Q4,9270
LVA,INTL,2006,Q4,9212
MNE,INTL,2006,Q4,
MKD,INTL,2006,Q4,
MLT,INTL,2006,Q4,5499
NLD,INTL,2006,Q4,110518
NOR,INTL,2006,Q4,40706
POL,INTL,2006,Q4,40205
PRT,INTL,2006,Q4,45395
ROU,INTL,2006,Q4,22714
RS,INTL,2006,Q4,
SWE,INTL,2006,Q4,48664
SVN,INTL,2006,Q4,6217
SVK,INTL,2006,Q4,5378
TUR,INTL,2006,Q4,
GBR,INTL,2006,Q4,333164
AUT,"NAT",2006,Q4,4572
BEL,"NAT",2006,Q4,1700
BGR,"NAT",2006,Q4,
CHE,"NAT",2006,Q4,3176
CYP,"NAT",2006,Q4,524
CZE,"NAT",2006,Q4,2533
DEU,"NAT",2006,Q4,81551
DNK,"NAT",2006,Q4,11831
EST,"NAT",2006,Q4,538
GRC,"NAT",2006,Q4,24655
ESP,"NAT",2006,Q4,122612
FIN,"NAT",2006,Q4,16299
FRA,"NAT",2006,Q4,96296
HRV,"NAT",2006,Q4,
HUN,"NAT",2006,Q4,51
IRL,"NAT",2006,Q4,5432
ISL,"NAT",2006,Q4,
ITA,"NAT",2006,Q4,79506
LTU,"NAT",2006,Q4,53
LUX,"NAT",2006,Q4,0
LVA,"NAT",2006,Q4,2
MNE,"NAT",2006,Q4,
MKD,"NAT",2006,Q4,
MLT,"NAT",2006,Q4,200
NLD,"NAT",2006,Q4,919
NOR,"NAT",2006,Q4,60428
POL,"NAT",2006,Q4,7454
PRT,"NAT",2006,Q4,9495
ROU,"NAT",2006,Q4,3111
RS,"NAT",2006,Q4,
SWE,"NAT",2006,Q4,33735
SVN,"NAT",2006,Q4,2
SVK,"NAT",2006,Q4,361
TUR,"NAT",2006,Q4,
GBR,"NAT",2006,Q4,121030
AUT,TOTAL,2006,Q4,66445
BEL,TOTAL,2006,Q4,58410
BGR,TOTAL,2006,Q4,
CHE,TOTAL,2006,Q4,91622
CYP,TOTAL,2006,Q4,13642
CZE,TOTAL,2006,Q4,39587
DEU,TOTAL,2006,Q4,409072
DNK,TOTAL,2006,Q4,70527
EST,TOTAL,2006,Q4,6016
GRC,TOTAL,2006,Q4,61501
ESP,TOTAL,2006,Q4,311896
FIN,TOTAL,2006,Q4,46730
FRA,TOTAL,2006,Q4,329658
HRV,TOTAL,2006,Q4,
HUN,TOTAL,2006,Q4,25628
IRL,TOTAL,2006,Q4,56525
ISL,TOTAL,2006,Q4,3466
ITA,TOTAL,2006,Q4,248907
LTU,TOTAL,2006,Q4,7719
LUX,TOTAL,2006,Q4,9270
LVA,TOTAL,2006,Q4,9214
MNE,TOTAL,2006,Q4,
MKD,TOTAL,2006,Q4,
MLT,TOTAL,2006,Q4,5699
NLD,TOTAL,2006,Q4,111437
NOR,TOTAL,2006,Q4,101134
POL,TOTAL,2006,Q4,47659
PRT,TOTAL,2006,Q4,54890
ROU,TOTAL,2006,Q4,25825
