country,coverage,year,quarter,flights
HUN,INTL,2020,Q2,2037
IRL,INTL,2020,Q2,3695
ISL,INTL,2020,Q2,544
ITA,INTL,2020,Q2,9328
LTU,INTL,2020,Q2,872
LUX,INTL,2020,Q2,719
LVA,INTL,2020,Q2,1074
MNE,INTL,2020,Q2,142
MKD,INTL,2020,Q2,135
MLT,INTL,2020,Q2,446
NLD,INTL,2020,Q2,12208
NOR,INTL,2020,Q2,2600
POL,INTL,2020,Q2,3865
PRT,INTL,2020,Q2,3758
ROU,INTL,2020,Q2,2181
RS,INTL,2020,Q2,1662
SWE,INTL,2020,Q2,3819
SVN,INTL,2020,Q2,106
SVK,INTL,2020,Q2,1561
TUR,INTL,2020,Q2,3829
GBR,INTL,2020,Q2,15315
AUT,"NAT",2020,Q2,37
BEL,"NAT",2020,Q2,615
BGR,"NAT",2020,Q2,254
CHE,"NAT",2020,Q2,5
CYP,"NAT",2020,Q2,0
CZE,"NAT",2020,Q2,74
DEU,"NAT",2020,Q2,6682
DNK,"NAT",2020,Q2,2568
EST,"NAT",2020,Q2,361
GRC,"NAT",2020,Q2,11056
ESP,"NAT",2020,Q2,8333
FIN,"NAT",2020,Q2,872
FRA,"NAT",2020,Q2,7885
HRV,"NAT",2020,Q2,530
HUN,"NAT",2020,Q2,3
IRL,"NAT",2020,Q2,570
ISL,"NAT",2020,Q2,1380
ITA,"NAT",2020,Q2,7633
LTU,"NAT",2020,Q2,6
LUX,"NAT",2020,Q2,2
LVA,"NAT",2020,Q2,0
MNE,"NAT",2020,Q2,0
MKD,"NAT",2020,Q2,0
MLT,"NAT",2020,Q2,0
NLD,"NAT",2020,Q2,11
NOR,"NAT",2020,Q2,24191
POL,"NAT",2020,Q2,910
PRT,"NAT",2020,Q2,2701
ROU,"NAT",2020,Q2,425
RS,"NAT",2020,Q2,2
SWE,"NAT",2020,Q2,2420
SVN,"NAT",2020,Q2,0
SVK,"NAT",2020,Q2,38
TUR,"NAT",2020,Q2,9996
GBR,"NAT",2020,Q2,13807
AUT,TOTAL,2020,Q2,2736
BEL,TOTAL,2020,Q2,6650
BGR,TOTAL,2020,Q2,3007
CHE,TOTAL,2020,Q2,4895
CYP,TOTAL,2020,Q2,969
CZE,TOTAL,2020,Q2,1580
DEU,TOTAL,2020,Q2,30794
DNK,TOTAL,2020,Q2,6048
EST,TOTAL,2020,Q2,1166
GRC,TOTAL,2020,Q2,14847
ESP,TOTAL,2020,Q2,15135
FIN,TOTAL,2020,Q2,4158
FRA,TOTAL,2020,Q2,17995
HRV,TOTAL,2020,Q2,1480
HUN,TOTAL,2020,Q2,2040
IRL,TOTAL,2020,Q2,4265
ISL,TOTAL,2020,Q2,1924
ITA,TOTAL,2020,Q2,16961
LTU,TOTAL,2020,Q2,878
LUX,TOTAL,2020,Q2,721
LVA,TOTAL,2020,Q2,1074
MNE,TOTAL,2020,Q2,142
MKD,TOTAL,2020,Q2,135
MLT,TOTAL,2020,Q2,446
NLD,TOTAL,2020,Q2,12219
NOR,TOTAL,2020,Q2,26791
POL,TOTAL,2020,Q2,4775
PRT,TOTAL,2020,Q2,6459
ROU,TOTAL,2020,Q2,2606
RS,TOTAL,2020,Q2,1664
SWE,TOTAL,2020,Q2,6239
SVN,TOTAL,2020,Q2,106
SVK,TOTAL,2020,Q2,1599
TUR,TOTAL,2020,Q2,13825
GBR,TOTAL,2020,Q2,29122
AUT,INTL,2020,Q1,55833
BEL,INTL,2020,Q1,50152
BGR,INTL,2020,Q1,11621
CHE,INTL,2020,Q1,83442
CYP,INTL,2020,Q1,9611
CZE,INTL,2020,Q1,23163
DEU,INTL,2020,Q1,260646
DNK,INTL,2020,Q1,49759
EST,INTL,2020,Q1,6516
GRC,INTL,2020,Q1,25490
ESP,INTL,2020,Q1,180655
FIN,INTL,2020,Q1,31706
FRA,INTL,2020,Q1,169561
HRV,INTL,2020,Q1,6839
HUN,INTL,2020,Q1,22322
IRL,INTL,2020,Q1,49000
ISL,INTL,2020,Q1,6845
ITA,INTL,2020,Q1,140425
LTU,INTL,2020,Q1,10449
LUX,INTL,2020,Q1,10742
LVA,INTL,2020,Q1,14480
MNE,INTL,2020,Q1,2682
MKD,INTL,2020,Q1,3143
MLT,INTL,2020,Q1,8572
NLD,INTL,2020,Q1,104219
NOR,INTL,2020,Q1,36701
POL,INTL,2020,Q1,62485
PRT,INTL,2020,Q1,58834
ROU,INTL,2020,Q1,27382
RS,INTL,2020,Q1,11700
SWE,INTL,2020,Q1,45743
SVN,INTL,2020,Q1,2422
SVK,INTL,2020,Q1,4840
TUR,INTL,2020,Q1,97005
GBR,INTL,2020,Q1,285467
AUT,"NAT",2020,Q1,1834
BEL,"NAT",2020,Q1,810
BGR,"NAT",2020,Q1,456
CHE,"NAT",2020,Q1,1241
CYP,"NAT",2020,Q1,0
CZE,"NAT",2020,Q1,60
DEU,"NAT",2020,Q1,46607
DNK,"NAT",2020,Q1,7276
EST,"NAT",2020,Q1,527
GRC,"NAT",2020,Q1,17858
ESP,"NAT",2020,Q1,72963
FIN,"NAT",2020,Q1,10318
FRA,"NAT",2020,Q1,61095
HRV,"NAT",2020,Q1,1494
HUN,"NAT",2020,Q1,3
IRL,"NAT",2020,Q1,690
ISL,"NAT",2020,Q1,2131
ITA,"NAT",2020,Q1,43162
LTU,"NAT",2020,Q1,2
LUX,"NAT",2020,Q1,3
LVA,"NAT",2020,Q1,91
MNE,"NAT",2020,Q1,0
MKD,"NAT",2020,Q1,0
MLT,"NAT",2020,Q1,0
NLD,"NAT",2020,Q1,39
NOR,"NAT",2020,Q1,49128
POL,"NAT",2020,Q1,6294
PRT,"NAT",2020,Q1,10226
ROU,"NAT",2020,Q1,3892
RS,"NAT",2020,Q1,2
SWE,"NAT",2020,Q1,20754
SVN,"NAT",2020,Q1,0
SVK,"NAT",2020,Q1,50
TUR,"NAT",2020,Q1,64486
GBR,"NAT",2020,Q1,64697
AUT,TOTAL,2020,Q1,57667
BEL,TOTAL,2020,Q1,50962
BGR,TOTAL,2020,Q1,12077
CHE,TOTAL,2020,Q1,84683
CYP,TOTAL,2020,Q1,9611
CZE,TOTAL,2020,Q1,23223
DEU,TOTAL,2020,Q1,307253
DNK,TOTAL,2020,Q1,57035
EST,TOTAL,2020,Q1,7043
GRC,TOTAL,2020,Q1,43348
ESP,TOTAL,2020,Q1,253618
FIN,TOTAL,2020,Q1,42024
FRA,TOTAL,2020,Q1,230656
HRV,TOTAL,2020,Q1,8333
HUN,TOTAL,2020,Q1,22325
IRL,TOTAL,2020,Q1,49690
ISL,TOTAL,2020,Q1,8976
ITA,TOTAL,2020,Q1,183587
LTU,TOTAL,2020,Q1,10451
LUX,TOTAL,2020,Q1,10745
LVA,TOTAL,2020,Q1,14571
MNE,TOTAL,2020,Q1,2682
MKD,TOTAL,2020,Q1,3143
MLT,TOTAL,2020,Q1,8572
NLD,TOTAL,2020,Q1,104258
NOR,TOTAL,2020,Q1,85829
POL,TOTAL,2020,Q1,68779
PRT,TOTAL,2020,Q1,69060
ROU,TOTAL,2020,Q1,31274
RS,TOTAL,2020,Q1,11702
SWE,TOTAL,2020,Q1,66497
SVN,TOTAL,2020,Q1,2422
SVK,TOTAL,2020,Q1,4890
TUR,TOTAL,2020,Q1,161491
GBR,TOTAL,2020,Q1,350164
AUT,INTL,2019,Q4,69043
BEL,INTL,2019,Q4,65882
BGR,INTL,2019,Q4,13760
CHE,INTL,2019,Q4,102460
CYP,INTL,2019,Q4,15919
CZE,INTL,2019,Q4,33334
DEU,INTL,2019,Q4,350019
DNK,INTL,2019,Q4,63617
EST,INTL,2019,Q4,8537
GRC,INTL,2019,Q4,49270
ESP,INTL,2019,Q4,254889
FIN,INTL,2019,Q4,39158
FRA,INTL,2019,Q4,218081
HRV,INTL,2019,Q4,13264
HUN,INTL,2019,Q4,28101
IRL,INTL,2019,Q4,60301
ISL,INTL,2019,Q4,9098
ITA,INTL,2019,Q4,204067
LTU,INTL,2019,Q4,13408
LUX,INTL,2019,Q4,14279
LVA,INTL,2019,Q4,19141
MNE,INTL,2019,Q4,4023
MKD,INTL,2019,Q4,3933
MLT,INTL,2019,Q4,12554
NLD,INTL,2019,Q4,130726
NOR,INTL,2019,Q4,46892
POL,INTL,2019,Q4,80886
PRT,INTL,2019,Q4,77050
ROU,INTL,2019,Q4,35216
RS,INTL,2019,Q4,15651
SWE,INTL,2019,Q4,57640
SVN,INTL,2019,Q4,2859
SVK,INTL,2019,Q4,6741
TUR,INTL,2019,Q4,146652
GBR,INTL,2019,Q4,361674
AUT,"NAT",2019,Q4,2552
BEL,"NAT",2019,Q4,1377
BGR,"NAT",2019,Q4,524
CHE,"NAT",2019,Q4,1474
CYP,"NAT",2019,Q4,0
CZE,"NAT",2019,Q4,142
DEU,"NAT",2019,Q4,59579
DNK,"NAT",2019,Q4,9070
EST,"NAT",2019,Q4,622
GRC,"NAT",2019,Q4,22099
ESP,"NAT",2019,Q4,93399
FIN,"NAT",2019,Q4,10877
FRA,"NAT",2019,Q4,73146
HRV,"NAT",2019,Q4,2002
HUN,"NAT",2019,Q4,6
IRL,"NAT",2019,Q4,719
ISL,"NAT",2019,Q4,2735
ITA,"NAT",2019,Q4,59261
LTU,"NAT",2019,Q4,2
LUX,"NAT",2019,Q4,7
LVA,"NAT",2019,Q4,114
MNE,"NAT",2019,Q4,0
MKD,"NAT",2019,Q4,0
MLT,"NAT",2019,Q4,0
NLD,"NAT",2019,Q4,33
NOR,"NAT",2019,Q4,56614
POL,"NAT",2019,Q4,7636
PRT,"NAT",2019,Q4,12930
ROU,"NAT",2019,Q4,4380
RS,"NAT",2019,Q4,5
SWE,"NAT",2019,Q4,25094
SVN,"NAT",2019,Q4,0
SVK,"NAT",2019,Q4,75
TUR,"NAT",2019,Q4,74585
GBR,"NAT",2019,Q4,81463
AUT,TOTAL,2019,Q4,71595
BEL,TOTAL,2019,Q4,67259
BGR,TOTAL,2019,Q4,14284
CHE,TOTAL,2019,Q4,103934
CYP,TOTAL,2019,Q4,15919
CZE,TOTAL,2019,Q4,33476
DEU,TOTAL,2019,Q4,409598
DNK,TOTAL,2019,Q4,72687
EST,TOTAL,2019,Q4,9159
GRC,TOTAL,2019,Q4,71369
ESP,TOTAL,2019,Q4,348288
FIN,TOTAL,2019,Q4,50035
FRA,TOTAL,2019,Q4,291227
HRV,TOTAL,2019,Q4,15266
HUN,TOTAL,2019,Q4,28107
IRL,TOTAL,2019,Q4,61020
ISL,TOTAL,2019,Q4,11833
ITA,TOTAL,2019,Q4,263328
LTU,TOTAL,2019,Q4,13410
LUX,TOTAL,2019,Q4,14286
LVA,TOTAL,2019,Q4,19255
MNE,TOTAL,2019,Q4,4023
MKD,TOTAL,2019,Q4,3933
MLT,TOTAL,2019,Q4,12554
NLD,TOTAL,2019,Q4,130759
NOR,TOTAL,2019,Q4,103506
POL,TOTAL,2019,Q4,88522
PRT,TOTAL,2019,Q4,89980
ROU,TOTAL,2019,Q4,39596
RS,TOTAL,2019,Q4,15656
SWE,TOTAL,2019,Q4,82734
SVN,TOTAL,2019,Q4,2859
SVK,TOTAL,2019,Q4,6816
TUR,TOTAL,2019,Q4,221237
GBR,TOTAL,2019,Q4,443137
AUT,INTL,2019,Q3,80307
BEL,INTL,2019,Q3,79560
BGR,INTL,2019,Q3,32067
CHE,INTL,2019,Q3,119339
CYP,INTL,2019,Q3,25336
CZE,INTL,2019,Q3,45956
DEU,INTL,2019,Q3,426266
DNK,INTL,2019,Q3,74420
EST,INTL,2019,Q3,9934
GRC,INTL,2019,Q3,147633
ESP,INTL,2019,Q3,365122
FIN,INTL,2019,Q3,42509
FRA,INTL,2019,Q3,286894
HRV,INTL,2019,Q3,36822
HUN,INTL,2019,Q3,32065
IRL,INTL,2019,Q3,76137
ISL,INTL,2019,Q3,14776
ITA,INTL,2019,Q3,277508
LTU,INTL,2019,Q3,14408
LUX,INTL,2019,Q3,15065
LVA,INTL,2019,Q3,22874
MNE,INTL,2019,Q3,9900
MKD,INTL,2019,Q3,5330
MLT,INTL,2019,Q3,15899
NLD,INTL,2019,Q3,150136
NOR,INTL,2019,Q3,58191
POL,INTL,2019,Q3,100520
PRT,INTL,2019,Q3,101386
ROU,INTL,2019,Q3,43938
RS,INTL,2019,Q3,22535
SWE,INTL,2019,Q3,67977
SVN,INTL,2019,Q3,6417
SVK,INTL,2019,Q3,11725
TUR,INTL,2019,Q3,229206
GBR,INTL,2019,Q3,460629
AUT,"NAT",2019,Q3,2593
BEL,"NAT",2019,Q3,1659
BGR,"NAT",2019,Q3,1017
CHE,"NAT",2019,Q3,2084
CYP,"NAT",2019,Q3,0
CZE,"NAT",2019,Q3,258
DEU,"NAT",2019,Q3,61845
DNK,"NAT",2019,Q3,9166
EST,"NAT",2019,Q3,707
GRC,"NAT",2019,Q3,36296
ESP,"NAT",2019,Q3,106278
FIN,"NAT",2019,Q3,8933
FRA,"NAT",2019,Q3,83016
HRV,"NAT",2019,Q3,2757
HUN,"NAT",2019,Q3,5
IRL,"NAT",2019,Q3,809
ISL,"NAT",2019,Q3,4058
ITA,"NAT",2019,Q3,73380
LTU,"NAT",2019,Q3,1
LUX,"NAT",2019,Q3,5
LVA,"NAT",2019,Q3,134
MNE,"NAT",2019,Q3,1
MKD,"NAT",2019,Q3,0
MLT,"NAT",2019,Q3,1
NLD,"NAT",2019,Q3,38
NOR,"NAT",2019,Q3,55110
POL,"NAT",2019,Q3,7419
PRT,"NAT",2019,Q3,17763
ROU,"NAT",2019,Q3,4599
RS,"NAT",2019,Q3,8
SWE,"NAT",2019,Q3,22872
SVN,"NAT",2019,Q3,0
SVK,"NAT",2019,Q3,50
TUR,"NAT",2019,Q3,81993
GBR,"NAT",2019,Q3,89063
AUT,TOTAL,2019,Q3,82900
BEL,TOTAL,2019,Q3,81219
BGR,TOTAL,2019,Q3,33084
CHE,TOTAL,2019,Q3,121423
CYP,TOTAL,2019,Q3,25336
CZE,TOTAL,2019,Q3,46214
DEU,TOTAL,2019,Q3,488111
DNK,TOTAL,2019,Q3,83586
EST,TOTAL,2019,Q3,10641
GRC,TOTAL,2019,Q3,183929
ESP,TOTAL,2019,Q3,471400
FIN,TOTAL,2019,Q3,51442
FRA,TOTAL,2019,Q3,369910
HRV,TOTAL,2019,Q3,39579
HUN,TOTAL,2019,Q3,32070
IRL,TOTAL,2019,Q3,76946
ISL,TOTAL,2019,Q3,18834
ITA,TOTAL,2019,Q3,350888
LTU,TOTAL,2019,Q3,14409
LUX,TOTAL,2019,Q3,15070
LVA,TOTAL,2019,Q3,23008
MNE,TOTAL,2019,Q3,9901
MKD,TOTAL,2019,Q3,5330
MLT,TOTAL,2019,Q3,15900
NLD,TOTAL,2019,Q3,150174
NOR,TOTAL,2019,Q3,113301
POL,TOTAL,2019,Q3,107939
PRT,TOTAL,2019,Q3,119149
ROU,TOTAL,2019,Q3,48537
RS,TOTAL,2019,Q3,22543
SWE,TOTAL,2019,Q3,90849
SVN,TOTAL,2019,Q3,6417
SVK,TOTAL,2019,Q3,11775
TUR,TOTAL,2019,Q3,311199
GBR,TOTAL,2019,Q3,549692
AUT,INTL,2019,Q2,75513
BEL,INTL,2019,Q2,73266
BGR,INTL,2019,Q2,20636
CHE,INTL,2019,Q2,115037
CYP,INTL,2019,Q2,21293
CZE,INTL,2019,Q2,38320
DEU,INTL,2019,Q2,399404
DNK,INTL,2019,Q2,70956
EST,INTL,2019,Q2,9596
GRC,INTL,2019,Q2,92739
ESP,INTL,2019,Q2,325344
FIN,INTL,2019,Q2,41303
FRA,INTL,2019,Q2,263114
HRV,INTL,2019,Q2,25865
HUN,INTL,2019,Q2,29355
IRL,INTL,2019,Q2,71433
ISL,INTL,2019,Q2,11302
ITA,INTL,2019,Q2,247879
LTU,INTL,2019,Q2,14220
LUX,INTL,2019,Q2,15057
LVA,INTL,2019,Q2,21733
MNE,INTL,2019,Q2,6635
MKD,INTL,2019,Q2,4609
MLT,INTL,2019,Q2,14087
NLD,INTL,2019,Q2,146054
NOR,INTL,2019,Q2,52348
POL,INTL,2019,Q2,89605
PRT,INTL,2019,Q2,92376
ROU,INTL,2019,Q2,38207
RS,INTL,2019,Q2,16939
SWE,INTL,2019,Q2,66148
SVN,INTL,2019,Q2,6295
SVK,INTL,2019,Q2,8774
TUR,INTL,2019,Q2,174932
GBR,INTL,2019,Q2,430017
AUT,"NAT",2019,Q2,2423
BEL,"NAT",2019,Q2,1977
BGR,"NAT",2019,Q2,692
CHE,"NAT",2019,Q2,2156
CYP,"NAT",2019,Q2,0
CZE,"NAT",2019,Q2,255
DEU,"NAT",2019,Q2,62980
DNK,"NAT",2019,Q2,9596
EST,"NAT",2019,Q2,644
GRC,"NAT",2019,Q2,28448
ESP,"NAT",2019,Q2,99965
FIN,"NAT",2019,Q2,9797
FRA,"NAT",2019,Q2,82924
HRV,"NAT",2019,Q2,2562
HUN,"NAT",2019,Q2,6
IRL,"NAT",2019,Q2,731
ISL,"NAT",2019,Q2,3616
ITA,"NAT",2019,Q2,67159
LTU,"NAT",2019,Q2,0
LUX,"NAT",2019,Q2,6
LVA,"NAT",2019,Q2,141
MNE,"NAT",2019,Q2,0
MKD,"NAT",2019,Q2,0
MLT,"NAT",2019,Q2,9
NLD,"NAT",2019,Q2,28
NOR,"NAT",2019,Q2,54464
POL,"NAT",2019,Q2,7175
PRT,"NAT",2019,Q2,16239
ROU,"NAT",2019,Q2,4287
RS,"NAT",2019,Q2,4
SWE,"NAT",2019,Q2,25285
SVN,"NAT",2019,Q2,0
SVK,"NAT",2019,Q2,64
TUR,"NAT",2019,Q2,78788
GBR,"NAT",2019,Q2,89498
AUT,TOTAL,2019,Q2,77936
BEL,TOTAL,2019,Q2,75243
BGR,TOTAL,2019,Q2,21328
CHE,TOTAL,2019,Q2,117193
CYP,TOTAL,2019,Q2,21293
CZE,TOTAL,2019,Q2,38575
DEU,TOTAL,2019,Q2,462384
DNK,TOTAL,2019,Q2,80552
EST,TOTAL,2019,Q2,10240
GRC,TOTAL,2019,Q2,121187
ESP,TOTAL,2019,Q2,425309
FIN,TOTAL,2019,Q2,51100
FRA,TOTAL,2019,Q2,346038
HRV,TOTAL,2019,Q2,28427
HUN,TOTAL,2019,Q2,29361
IRL,TOTAL,2019,Q2,72164
ISL,TOTAL,2019,Q2,14918
ITA,TOTAL,2019,Q2,315038
LTU,TOTAL,2019,Q2,14220
LUX,TOTAL,2019,Q2,15063
LVA,TOTAL,2019,Q2,21874
MNE,TOTAL,2019,Q2,6635
MKD,TOTAL,2019,Q2,4609
MLT,TOTAL,2019,Q2,14096
NLD,TOTAL,2019,Q2,146082
NOR,TOTAL,2019,Q2,106812
POL,TOTAL,2019,Q2,96780
PRT,TOTAL,2019,Q2,108615
ROU,TOTAL,2019,Q2,42494
RS,TOTAL,2019,Q2,16943
SWE,TOTAL,2019,Q2,91433
SVN,TOTAL,2019,Q2,6295
SVK,TOTAL,2019,Q2,8838
TUR,TOTAL,2019,Q2,253720
GBR,TOTAL,2019,Q2,519515
AUT,INTL,2019,Q1,65544
BEL,INTL,2019,Q1,58113
BGR,INTL,2019,Q1,12454
CHE,INTL,2019,Q1,103224
CYP,INTL,2019,Q1,10820
CZE,INTL,2019,Q1,28429
DEU,INTL,2019,Q1,320903
DNK,INTL,2019,Q1,60217
EST,INTL,2019,Q1,8139
GRC,INTL,2019,Q1,26599
ESP,INTL,2019,Q1,220629
FIN,INTL,2019,Q1,36639
FRA,INTL,2019,Q1,202198
HRV,INTL,2019,Q1,8053
HUN,INTL,2019,Q1,23517
IRL,INTL,2019,Q1,55457
ISL,INTL,2019,Q1,10706
ITA,INTL,2019,Q1,179804
LTU,INTL,2019,Q1,11808
LUX,INTL,2019,Q1,12416
LVA,INTL,2019,Q1,16903
MNE,INTL,2019,Q1,3174
MKD,INTL,2019,Q1,3570
MLT,INTL,2019,Q1,9170
NLD,INTL,2019,Q1,121775
NOR,INTL,2019,Q1,43226
POL,INTL,2019,Q1,71108
PRT,INTL,2019,Q1,65336
ROU,INTL,2019,Q1,30966
RS,INTL,2019,Q1,12586
SWE,INTL,2019,Q1,56331
SVN,INTL,2019,Q1,5345
SVK,INTL,2019,Q1,6158
TUR,INTL,2019,Q1,112231
GBR,INTL,2019,Q1,339068
AUT,"NAT",2019,Q1,2342
BEL,"NAT",2019,Q1,1175
BGR,"NAT",2019,Q1,492
CHE,"NAT",2019,Q1,2143
CYP,"NAT",2019,Q1,1
CZE,"NAT",2019,Q1,198
DEU,"NAT",2019,Q1,61477
DNK,"NAT",2019,Q1,8270
EST,"NAT",2019,Q1,577
GRC,"NAT",2019,Q1,19419
ESP,"NAT",2019,Q1,87307
FIN,"NAT",2019,Q1,12152
FRA,"NAT",2019,Q1,71114
HRV,"NAT",2019,Q1,1731
HUN,"NAT",2019,Q1,4
IRL,"NAT",2019,Q1,710
ISL,"NAT",2019,Q1,2910
ITA,"NAT",2019,Q1,56384
LTU,"NAT",2019,Q1,1
LUX,"NAT",2019,Q1,6
LVA,"NAT",2019,Q1,84
MNE,"NAT",2019,Q1,0
MKD,"NAT",2019,Q1,0
MLT,"NAT",2019,Q1,15
NLD,"NAT",2019,Q1,38
NOR,"NAT",2019,Q1,55423
POL,"NAT",2019,Q1,6801
PRT,"NAT",2019,Q1,12617
ROU,"NAT",2019,Q1,4494
RS,"NAT",2019,Q1,2
SWE,"NAT",2019,Q1,26490
SVN,"NAT",2019,Q1,0
SVK,"NAT",2019,Q1,113
TUR,"NAT",2019,Q1,78298
GBR,"NAT",2019,Q1,78242
AUT,TOTAL,2019,Q1,67886
BEL,TOTAL,2019,Q1,59288
BGR,TOTAL,2019,Q1,12946
CHE,TOTAL,2019,Q1,105367
CYP,TOTAL,2019,Q1,10821
CZE,TOTAL,2019,Q1,28627
DEU,TOTAL,2019,Q1,382380
DNK,TOTAL,2019,Q1,68487
EST,TOTAL,2019,Q1,8716
GRC,TOTAL,2019,Q1,46018
ESP,TOTAL,2019,Q1,307936
FIN,TOTAL,2019,Q1,48791
FRA,TOTAL,2019,Q1,273312
HRV,TOTAL,2019,Q1,9784
HUN,TOTAL,2019,Q1,23521
IRL,TOTAL,2019,Q1,56167
ISL,TOTAL,2019,Q1,13616
ITA,TOTAL,2019,Q1,236188
LTU,TOTAL,2019,Q1,11809
LUX,TOTAL,2019,Q1,12422
LVA,TOTAL,2019,Q1,16987
MNE,TOTAL,2019,Q1,3174
MKD,TOTAL,2019,Q1,3570
MLT,TOTAL,2019,Q1,9185
NLD,TOTAL,2019,Q1,121813
NOR,TOTAL,2019,Q1,98649
POL,TOTAL,2019,Q1,77909
PRT,TOTAL,2019,Q1,77953
ROU,TOTAL,2019,Q1,35460
RS,TOTAL,2019,Q1,12588
SWE,TOTAL,2019,Q1,82821
SVN,TOTAL,2019,Q1,5345
SVK,TOTAL,2019,Q1,6271
TUR,TOTAL,2019,Q1,190529
GBR,TOTAL,2019,Q1,417310
AUT,INTL,2018,Q4,67243
BEL,INTL,2018,Q4,64056
BGR,INTL,2018,Q4,13536
CHE,INTL,2018,Q4,106738
CYP,INTL,2018,Q4,15500
CZE,INTL,2018,Q4,33197
DEU,INTL,2018,Q4,366916
DNK,INTL,2018,Q4,64893
EST,INTL,2018,Q4,9497
GRC,INTL,2018,Q4,47009
ESP,INTL,2018,Q4,261618
FIN,INTL,2018,Q4,39335
FRA,INTL,2018,Q4,219617
HRV,INTL,2018,Q4,12501
HUN,INTL,2018,Q4,25437
IRL,INTL,2018,Q4,60825
ISL,INTL,2018,Q4,12862
ITA,INTL,2018,Q4,201669
LTU,INTL,2018,Q4,12773
LUX,INTL,2018,Q4,13503
LVA,INTL,2018,Q4,18764
MNE,INTL,2018,Q4,3756
MKD,INTL,2018,Q4,3854
MLT,INTL,2018,Q4,10784
NLD,INTL,2018,Q4,132132
NOR,INTL,2018,Q4,47253
POL,INTL,2018,Q4,76014
PRT,INTL,2018,Q4,76409
ROU,INTL,2018,Q4,33420
RS,INTL,2018,Q4,13998
SWE,INTL,2018,Q4,60774
SVN,INTL,2018,Q4,5480
SVK,INTL,2018,Q4,6897
TUR,INTL,2018,Q4,132847
GBR,INTL,2018,Q4,371308
AUT,"NAT",2018,Q4,2738
BEL,"NAT",2018,Q4,1115
BGR,"NAT",2018,Q4,571
CHE,"NAT",2018,Q4,2156
CYP,"NAT",2018,Q4,0
CZE,"NAT",2018,Q4,497
DEU,"NAT",2018,Q4,64766
DNK,"NAT",2018,Q4,8815
EST,"NAT",2018,Q4,591
GRC,"NAT",2018,Q4,23042
ESP,"NAT",2018,Q4,90981
FIN,"NAT",2018,Q4,11181
FRA,"NAT",2018,Q4,75849
HRV,"NAT",2018,Q4,1993
HUN,"NAT",2018,Q4,7
IRL,"NAT",2018,Q4,732
ISL,"NAT",2018,Q4,3089
ITA,"NAT",2018,Q4,61521
LTU,"NAT",2018,Q4,1
LUX,"NAT",2018,Q4,1
LVA,"NAT",2018,Q4,84
MNE,"NAT",2018,Q4,0
MKD,"NAT",2018,Q4,0
MLT,"NAT",2018,Q4,24
NLD,"NAT",2018,Q4,43
NOR,"NAT",2018,Q4,58147
POL,"NAT",2018,Q4,7096
PRT,"NAT",2018,Q4,15614
ROU,"NAT",2018,Q4,4744
RS,"NAT",2018,Q4,1
SWE,"NAT",2018,Q4,28877
SVN,"NAT",2018,Q4,0
SVK,"NAT",2018,Q4,254
TUR,"NAT",2018,Q4,82904
GBR,"NAT",2018,Q4,86705
AUT,TOTAL,2018,Q4,69981
BEL,TOTAL,2018,Q4,65171
BGR,TOTAL,2018,Q4,14107
CHE,TOTAL,2018,Q4,108894
CYP,TOTAL,2018,Q4,15500
CZE,TOTAL,2018,Q4,33694
DEU,TOTAL,2018,Q4,431682
DNK,TOTAL,2018,Q4,73708
EST,TOTAL,2018,Q4,10088
GRC,TOTAL,2018,Q4,70051
ESP,TOTAL,2018,Q4,352599
FIN,TOTAL,2018,Q4,50516
FRA,TOTAL,2018,Q4,295466
HRV,TOTAL,2018,Q4,14494
HUN,TOTAL,2018,Q4,25444
IRL,TOTAL,2018,Q4,61557
ISL,TOTAL,2018,Q4,15951
ITA,TOTAL,2018,Q4,263190
LTU,TOTAL,2018,Q4,12774
LUX,TOTAL,2018,Q4,13504
LVA,TOTAL,2018,Q4,18848
MNE,TOTAL,2018,Q4,3756
MKD,TOTAL,2018,Q4,3854
MLT,TOTAL,2018,Q4,10808
NLD,TOTAL,2018,Q4,132175
NOR,TOTAL,2018,Q4,105400
POL,TOTAL,2018,Q4,83110
PRT,TOTAL,2018,Q4,92023
ROU,TOTAL,2018,Q4,38164
RS,TOTAL,2018,Q4,13999
SWE,TOTAL,2018,Q4,89651
SVN,TOTAL,2018,Q4,5480
SVK,TOTAL,2018,Q4,7151
TUR,TOTAL,2018,Q4,215751
GBR,TOTAL,2018,Q4,458013
AUT,INTL,2018,Q3,74129
BEL,INTL,2018,Q3,79190
BGR,INTL,2018,Q3,35722
CHE,INTL,2018,Q3,119943
CYP,INTL,2018,Q3,26624
CZE,INTL,2018,Q3,46379
DEU,INTL,2018,Q3,430521
DNK,INTL,2018,Q3,75049
EST,INTL,2018,Q3,10514
GRC,INTL,2018,Q3,144948
ESP,INTL,2018,Q3,366873
FIN,INTL,2018,Q3,41351
FRA,INTL,2018,Q3,277978
HRV,INTL,2018,Q3,35690
HUN,INTL,2018,Q3,30074
IRL,INTL,2018,Q3,73774
ISL,INTL,2018,Q3,20091
ITA,INTL,2018,Q3,268382
LTU,INTL,2018,Q3,14542
LUX,INTL,2018,Q3,14524
LVA,INTL,2018,Q3,21562
MNE,INTL,2018,Q3,9695
MKD,INTL,2018,Q3,5023
MLT,INTL,2018,Q3,14510
NLD,INTL,2018,Q3,151339
NOR,INTL,2018,Q3,58272
