country,coverage,year,flights
GRC,INTL,2003,188824
ESP,INTL,2003,694558
FIN,INTL,2003,107078
FRA,INTL,2003,914889
HRV,INTL,2003,
HUN,INTL,2003,76781
IRL,INTL,2003,178224
ISL,INTL,2003,11578
ITA,INTL,2003,602612
LTU,INTL,2003,
LUX,INTL,2003,2771
LVA,INTL,2003,19504
MNE,INTL,2003,
MKD,INTL,2003,
MLT,INTL,2003,25529
NLD,INTL,2003,402148
NOR,INTL,2003,125823
POL,INTL,2003,
PRT,INTL,2003,152845
ROU,INTL,2003,
RS,INTL,2003,
SWE,INTL,2003,180060
SVN,INTL,2003,
SVK,INTL,2003,13618
TUR,INTL,2003,
GBR,INTL,2003,1232469
AUT,"NAT",2003,19412
BEL,"NAT",2003,106
BGR,"NAT",2003,
CHE,"NAT",2003,18667
CYP,"NAT",2003,2871
CZE,"NAT",2003,7080
DEU,"NAT",2003,325415
DNK,"NAT",2003,37824
EST,"NAT",2003,2248
GRC,"NAT",2003,89798
ESP,"NAT",2003,377243
FIN,"NAT",2003,62505
FRA,"NAT",2003,415064
HRV,"NAT",2003,
HUN,"NAT",2003,4
IRL,"NAT",2003,21373
ISL,"NAT",2003,51
ITA,"NAT",2003,309102
LTU,"NAT",2003,
LUX,"NAT",2003,
LVA,"NAT",2003,
MNE,"NAT",2003,
MKD,"NAT",2003,
MLT,"NAT",2003,4882
NLD,"NAT",2003,6876
NOR,"NAT",2003,224433
POL,"NAT",2003,
PRT,"NAT",2003,40547
ROU,"NAT",2003,
RS,"NAT",2003,
SWE,"NAT",2003,132283
SVN,"NAT",2003,
SVK,"NAT",2003,1773
TUR,"NAT",2003,
GBR,"NAT",2003,426559
AUT,TOTAL,2003,244376
BEL,TOTAL,2003,208235
BGR,TOTAL,2003,
CHE,TOTAL,2003,386361
CYP,TOTAL,2003,63340
CZE,TOTAL,2003,110289
DEU,TOTAL,2003,1431561
DNK,TOTAL,2003,279152
EST,TOTAL,2003,17310
GRC,TOTAL,2003,278622
ESP,TOTAL,2003,1071801
FIN,TOTAL,2003,169583
FRA,TOTAL,2003,1329953
HRV,TOTAL,2003,
HUN,TOTAL,2003,76785
IRL,TOTAL,2003,199597
ISL,TOTAL,2003,11629
ITA,TOTAL,2003,911714
LTU,TOTAL,2003,
LUX,TOTAL,2003,2771
LVA,TOTAL,2003,19504
MNE,TOTAL,2003,
MKD,TOTAL,2003,
MLT,TOTAL,2003,30411
NLD,TOTAL,2003,409024
NOR,TOTAL,2003,350256
POL,TOTAL,2003,
PRT,TOTAL,2003,193392
ROU,TOTAL,2003,
RS,TOTAL,2003,
SWE,TOTAL,2003,312343
SVN,TOTAL,2003,
SVK,TOTAL,2003,15391
TUR,TOTAL,2003,
GBR,TOTAL,2003,1659028
AUT,INTL,2002,212020
BEL,INTL,2002,200654
BGR,INTL,2002,
CHE,INTL,2002,442813
CYP,INTL,2002,
CZE,INTL,2002,52880
DEU,INTL,2002,0
DNK,INTL,2002,242779
EST,INTL,2002,15637
GRC,INTL,2002,
ESP,INTL,2002,689019
FIN,INTL,2002,97710
FRA,INTL,2002,914083
HRV,INTL,2002,
HUN,INTL,2002,66729
IRL,INTL,2002,177329
ISL,INTL,2002,
ITA,INTL,2002,499593
LTU,INTL,2002,
LUX,INTL,2002,3212
LVA,INTL,2002,18417
MNE,INTL,2002,
MKD,INTL,2002,
MLT,INTL,2002,25081
NLD,INTL,2002,74967
NOR,INTL,2002,121934
POL,INTL,2002,
PRT,INTL,2002,148556
ROU,INTL,2002,
RS,INTL,2002,
SWE,INTL,2002,187427
SVN,INTL,2002,
SVK,INTL,2002,9262
TUR,INTL,2002,
GBR,INTL,2002,624437
AUT,"NAT",2002,20331
BEL,"NAT",2002,102
BGR,"NAT",2002,
CHE,"NAT",2002,92997
CYP,"NAT",2002,
CZE,"NAT",2002,4195
DEU,"NAT",2002,0
DNK,"NAT",2002,35345
EST,"NAT",2002,2035
GRC,"NAT",2002,
ESP,"NAT",2002,364301
FIN,"NAT",2002,61791
FRA,"NAT",2002,432993
HRV,"NAT",2002,
HUN,"NAT",2002,2
IRL,"NAT",2002,19331
ISL,"NAT",2002,
ITA,"NAT",2002,284019
LTU,"NAT",2002,
LUX,"NAT",2002,
LVA,"NAT",2002,
MNE,"NAT",2002,
MKD,"NAT",2002,
MLT,"NAT",2002,4829
NLD,"NAT",2002,6541
NOR,"NAT",2002,219901
POL,"NAT",2002,
PRT,"NAT",2002,41153
ROU,"NAT",2002,
RS,"NAT",2002,
SWE,"NAT",2002,138701
SVN,"NAT",2002,
SVK,"NAT",2002,1783
TUR,"NAT",2002,
GBR,"NAT",2002,244223
AUT,TOTAL,2002,232351
BEL,TOTAL,2002,200756
BGR,TOTAL,2002,
CHE,TOTAL,2002,535810
CYP,TOTAL,2002,
CZE,TOTAL,2002,57075
DEU,TOTAL,2002,0
DNK,TOTAL,2002,278124
EST,TOTAL,2002,17672
GRC,TOTAL,2002,
ESP,TOTAL,2002,1053320
FIN,TOTAL,2002,159501
FRA,TOTAL,2002,1347076
HRV,TOTAL,2002,
HUN,TOTAL,2002,66731
IRL,TOTAL,2002,196660
ISL,TOTAL,2002,
ITA,TOTAL,2002,783612
LTU,TOTAL,2002,
LUX,TOTAL,2002,3212
LVA,TOTAL,2002,18417
MNE,TOTAL,2002,
MKD,TOTAL,2002,
MLT,TOTAL,2002,29910
NLD,TOTAL,2002,81508
NOR,TOTAL,2002,341835
POL,TOTAL,2002,
PRT,TOTAL,2002,189709
ROU,TOTAL,2002,
RS,TOTAL,2002,
SWE,TOTAL,2002,326128
SVN,TOTAL,2002,
SVK,TOTAL,2002,11045
TUR,TOTAL,2002,
GBR,TOTAL,2002,868660
AUT,INTL,2001,212914
BEL,INTL,2001,272854
BGR,INTL,2001,
CHE,INTL,2001,26920
CYP,INTL,2001,61883
CZE,INTL,2001,
DEU,INTL,2001,
DNK,INTL,2001,260188
EST,INTL,2001,16263
GRC,INTL,2001,
ESP,INTL,2001,672484
FIN,INTL,2001,101565
FRA,INTL,2001,
HRV,INTL,2001,
HUN,INTL,2001,68392
IRL,INTL,2001,177445
ISL,INTL,2001,
ITA,INTL,2001,260731
LTU,INTL,2001,
LUX,INTL,2001,1248
LVA,INTL,2001,18910
MNE,INTL,2001,
MKD,INTL,2001,
MLT,INTL,2001,27082
NLD,INTL,2001,79816
NOR,INTL,2001,123308
POL,INTL,2001,
PRT,INTL,2001,3569
ROU,INTL,2001,
RS,INTL,2001,
SWE,INTL,2001,213560
SVN,INTL,2001,
SVK,INTL,2001,8168
TUR,INTL,2001,
GBR,INTL,2001,697164
AUT,"NAT",2001,18911
BEL,"NAT",2001,2753
BGR,"NAT",2001,
CHE,"NAT",2001,905
CYP,"NAT",2001,2351
CZE,"NAT",2001,
DEU,"NAT",2001,
DNK,"NAT",2001,33521
EST,"NAT",2001,666
GRC,"NAT",2001,
ESP,"NAT",2001,384029
FIN,"NAT",2001,65999
FRA,"NAT",2001,
HRV,"NAT",2001,
HUN,"NAT",2001,3
IRL,"NAT",2001,20021
ISL,"NAT",2001,
ITA,"NAT",2001,232668
LTU,"NAT",2001,
LUX,"NAT",2001,
LVA,"NAT",2001,
MNE,"NAT",2001,
MKD,"NAT",2001,
MLT,"NAT",2001,
NLD,"NAT",2001,7348
NOR,"NAT",2001,242386
POL,"NAT",2001,
PRT,"NAT",2001,420
ROU,"NAT",2001,
RS,"NAT",2001,
SWE,"NAT",2001,150189
SVN,"NAT",2001,
SVK,"NAT",2001,840
TUR,"NAT",2001,
GBR,"NAT",2001,269427
AUT,TOTAL,2001,231825
BEL,TOTAL,2001,275607
BGR,TOTAL,2001,
CHE,TOTAL,2001,27825
CYP,TOTAL,2001,64234
CZE,TOTAL,2001,
DEU,TOTAL,2001,
DNK,TOTAL,2001,293709
EST,TOTAL,2001,16929
GRC,TOTAL,2001,
ESP,TOTAL,2001,1056513
FIN,TOTAL,2001,167564
FRA,TOTAL,2001,
HRV,TOTAL,2001,
HUN,TOTAL,2001,68395
IRL,TOTAL,2001,197466
ISL,TOTAL,2001,
ITA,TOTAL,2001,493399
LTU,TOTAL,2001,
LUX,TOTAL,2001,1248
LVA,TOTAL,2001,18910
MNE,TOTAL,2001,
MKD,TOTAL,2001,
MLT,TOTAL,2001,27082
NLD,TOTAL,2001,87164
NOR,TOTAL,2001,365694
POL,TOTAL,2001,
PRT,TOTAL,2001,3989
ROU,TOTAL,2001,
RS,TOTAL,2001,
SWE,TOTAL,2001,363749
SVN,TOTAL,2001,
SVK,TOTAL,2001,9008
TUR,TOTAL,2001,
GBR,TOTAL,2001,966591
AUT,INTL,2000,218264
BEL,INTL,2000,281321
BGR,INTL,2000,
CHE,INTL,2000,27469
CYP,INTL,2000,
CZE,INTL,2000,
DEU,INTL,2000,
DNK,INTL,2000,
EST,INTL,2000,
GRC,INTL,2000,
ESP,INTL,2000,676493
FIN,INTL,2000,95991
FRA,INTL,2000,
HRV,INTL,2000,
HUN,INTL,2000,
IRL,INTL,2000,166767
ISL,INTL,2000,
ITA,INTL,2000,139833
LTU,INTL,2000,
LUX,INTL,2000,2454
LVA,INTL,2000,
MNE,INTL,2000,
MKD,INTL,2000,
MLT,INTL,2000,
NLD,INTL,2000,
NOR,INTL,2000,120121
POL,INTL,2000,
PRT,INTL,2000,
ROU,INTL,2000,
RS,INTL,2000,
SWE,INTL,2000,218918
SVN,INTL,2000,
SVK,INTL,2000,
TUR,INTL,2000,
GBR,INTL,2000,1276672
AUT,"NAT",2000,21093
BEL,"NAT",2000,100
BGR,"NAT",2000,
CHE,"NAT",2000,1050
CYP,"NAT",2000,
CZE,"NAT",2000,
DEU,"NAT",2000,
DNK,"NAT",2000,
EST,"NAT",2000,
GRC,"NAT",2000,
ESP,"NAT",2000,418723
FIN,"NAT",2000,67724
FRA,"NAT",2000,
HRV,"NAT",2000,
HUN,"NAT",2000,
IRL,"NAT",2000,18206
ISL,"NAT",2000,
ITA,"NAT",2000,48255
LTU,"NAT",2000,
LUX,"NAT",2000,
LVA,"NAT",2000,
MNE,"NAT",2000,
MKD,"NAT",2000,
MLT,"NAT",2000,
NLD,"NAT",2000,
NOR,"NAT",2000,235521
POL,"NAT",2000,
PRT,"NAT",2000,
ROU,"NAT",2000,
RS,"NAT",2000,
SWE,"NAT",2000,153936
SVN,"NAT",2000,
SVK,"NAT",2000,
TUR,"NAT",2000,
GBR,"NAT",2000,405621
AUT,TOTAL,2000,239357
BEL,TOTAL,2000,281421
BGR,TOTAL,2000,
CHE,TOTAL,2000,28519
CYP,TOTAL,2000,
CZE,TOTAL,2000,
DEU,TOTAL,2000,
DNK,TOTAL,2000,
EST,TOTAL,2000,
GRC,TOTAL,2000,
ESP,TOTAL,2000,1095216
FIN,TOTAL,2000,163715
FRA,TOTAL,2000,
HRV,TOTAL,2000,
HUN,TOTAL,2000,
IRL,TOTAL,2000,184973
ISL,TOTAL,2000,
ITA,TOTAL,2000,188088
LTU,TOTAL,2000,
LUX,TOTAL,2000,2454
LVA,TOTAL,2000,
MNE,TOTAL,2000,
MKD,TOTAL,2000,
MLT,TOTAL,2000,
NLD,TOTAL,2000,
NOR,TOTAL,2000,355642
POL,TOTAL,2000,
PRT,TOTAL,2000,
ROU,TOTAL,2000,
RS,TOTAL,2000,
SWE,TOTAL,2000,372854
SVN,TOTAL,2000,
SVK,TOTAL,2000,
TUR,TOTAL,2000,
GBR,TOTAL,2000,1682293
AUT,INTL,1999,199088
BEL,INTL,1999,267180
BGR,INTL,1999,
CHE,INTL,1999,350866
CYP,INTL,1999,
CZE,INTL,1999,
DEU,INTL,1999,122878
DNK,INTL,1999,
EST,INTL,1999,
GRC,INTL,1999,
ESP,INTL,1999,
FIN,INTL,1999,90838
FRA,INTL,1999,
HRV,INTL,1999,
HUN,INTL,1999,
IRL,INTL,1999,157092
ISL,INTL,1999,
ITA,INTL,1999,119638
LTU,INTL,1999,
LUX,INTL,1999,2267
LVA,INTL,1999,
MNE,INTL,1999,
MKD,INTL,1999,
MLT,INTL,1999,
NLD,INTL,1999,
NOR,INTL,1999,124305
POL,INTL,1999,
PRT,INTL,1999,121762
ROU,INTL,1999,
RS,INTL,1999,
SWE,INTL,1999,210711
SVN,INTL,1999,
SVK,INTL,1999,
TUR,INTL,1999,
GBR,INTL,1999,1105509
AUT,"NAT",1999,18153
BEL,"NAT",1999,54
BGR,"NAT",1999,
CHE,"NAT",1999,33154
CYP,"NAT",1999,
CZE,"NAT",1999,
DEU,"NAT",1999,54363
DNK,"NAT",1999,
EST,"NAT",1999,
GRC,"NAT",1999,
ESP,"NAT",1999,
FIN,"NAT",1999,67141
FRA,"NAT",1999,
HRV,"NAT",1999,
HUN,"NAT",1999,
IRL,"NAT",1999,15503
ISL,"NAT",1999,
ITA,"NAT",1999,42023
LTU,"NAT",1999,
LUX,"NAT",1999,
LVA,"NAT",1999,
MNE,"NAT",1999,
MKD,"NAT",1999,
MLT,"NAT",1999,
NLD,"NAT",1999,
NOR,"NAT",1999,266037
POL,"NAT",1999,
PRT,"NAT",1999,42874
ROU,"NAT",1999,
RS,"NAT",1999,
SWE,"NAT",1999,157758
SVN,"NAT",1999,
SVK,"NAT",1999,
TUR,"NAT",1999,
GBR,"NAT",1999,391735
AUT,TOTAL,1999,217241
BEL,TOTAL,1999,267234
BGR,TOTAL,1999,
CHE,TOTAL,1999,384020
CYP,TOTAL,1999,
CZE,TOTAL,1999,
DEU,TOTAL,1999,177241
DNK,TOTAL,1999,
EST,TOTAL,1999,
GRC,TOTAL,1999,
ESP,TOTAL,1999,
FIN,TOTAL,1999,157979
FRA,TOTAL,1999,
HRV,TOTAL,1999,
HUN,TOTAL,1999,
IRL,TOTAL,1999,172595
ISL,TOTAL,1999,
ITA,TOTAL,1999,161661
LTU,TOTAL,1999,
LUX,TOTAL,1999,2267
LVA,TOTAL,1999,
MNE,TOTAL,1999,
MKD,TOTAL,1999,
MLT,TOTAL,1999,
NLD,TOTAL,1999,
NOR,TOTAL,1999,390342
POL,TOTAL,1999,
PRT,TOTAL,1999,164636
ROU,TOTAL,1999,
RS,TOTAL,1999,
SWE,TOTAL,1999,368469
SVN,TOTAL,1999,
SVK,TOTAL,1999,
TUR,TOTAL,1999,
GBR,TOTAL,1999,1497244
AUT,INTL,1998,194478
BEL,INTL,1998,
BGR,INTL,1998,
CHE,INTL,1998,328691
CYP,INTL,1998,
CZE,INTL,1998,
DEU,INTL,1998,
DNK,INTL,1998,
EST,INTL,1998,
GRC,INTL,1998,
ESP,INTL,1998,
FIN,INTL,1998,88410
FRA,INTL,1998,
HRV,INTL,1998,
HUN,INTL,1998,
IRL,INTL,1998,
ISL,INTL,1998,
ITA,INTL,1998,
LTU,INTL,1998,
LUX,INTL,1998,7012
LVA,INTL,1998,
MNE,INTL,1998,
MKD,INTL,1998,
MLT,INTL,1998,
NLD,INTL,1998,79483
NOR,INTL,1998,
POL,INTL,1998,
PRT,INTL,1998,109070
ROU,INTL,1998,
RS,INTL,1998,
SWE,INTL,1998,0
SVN,INTL,1998,
SVK,INTL,1998,
TUR,INTL,1998,
GBR,INTL,1998,1024823
AUT,"NAT",1998,19246
BEL,"NAT",1998,
BGR,"NAT",1998,
CHE,"NAT",1998,31360
CYP,"NAT",1998,
CZE,"NAT",1998,
DEU,"NAT",1998,
DNK,"NAT",1998,
EST,"NAT",1998,
GRC,"NAT",1998,
ESP,"NAT",1998,
FIN,"NAT",1998,74581
FRA,"NAT",1998,
HRV,"NAT",1998,
HUN,"NAT",1998,
IRL,"NAT",1998,
ISL,"NAT",1998,
ITA,"NAT",1998,
LTU,"NAT",1998,
LUX,"NAT",1998,
LVA,"NAT",1998,
MNE,"NAT",1998,
MKD,"NAT",1998,
MLT,"NAT",1998,
NLD,"NAT",1998,
NOR,"NAT",1998,
POL,"NAT",1998,
PRT,"NAT",1998,39912
ROU,"NAT",1998,
RS,"NAT",1998,
SWE,"NAT",1998,0
SVN,"NAT",1998,
SVK,"NAT",1998,
TUR,"NAT",1998,
GBR,"NAT",1998,395603
AUT,TOTAL,1998,213724
BEL,TOTAL,1998,
BGR,TOTAL,1998,
CHE,TOTAL,1998,360051
CYP,TOTAL,1998,
CZE,TOTAL,1998,
DEU,TOTAL,1998,
DNK,TOTAL,1998,
EST,TOTAL,1998,
GRC,TOTAL,1998,
ESP,TOTAL,1998,
FIN,TOTAL,1998,162991
FRA,TOTAL,1998,
HRV,TOTAL,1998,
HUN,TOTAL,1998,
IRL,TOTAL,1998,
ISL,TOTAL,1998,
ITA,TOTAL,1998,
LTU,TOTAL,1998,
LUX,TOTAL,1998,7012
LVA,TOTAL,1998,
MNE,TOTAL,1998,
MKD,TOTAL,1998,
MLT,TOTAL,1998,
NLD,TOTAL,1998,79483
NOR,TOTAL,1998,
POL,TOTAL,1998,
PRT,TOTAL,1998,148982
ROU,TOTAL,1998,
RS,TOTAL,1998,
SWE,TOTAL,1998,0
SVN,TOTAL,1998,
SVK,TOTAL,1998,
TUR,TOTAL,1998,
GBR,TOTAL,1998,1420426
AUT,INTL,1997,187462
BEL,INTL,1997,
BGR,INTL,1997,
CHE,INTL,1997,315682
CYP,INTL,1997,
CZE,INTL,1997,
DEU,INTL,1997,99751
DNK,INTL,1997,218577
EST,INTL,1997,
GRC,INTL,1997,
ESP,INTL,1997,
FIN,INTL,1997,2167
FRA,INTL,1997,
HRV,INTL,1997,
HUN,INTL,1997,
IRL,INTL,1997,
ISL,INTL,1997,
ITA,INTL,1997,
LTU,INTL,1997,
LUX,INTL,1997,7424
LVA,INTL,1997,
MNE,INTL,1997,
MKD,INTL,1997,
MLT,INTL,1997,
NLD,INTL,1997,
NOR,INTL,1997,
POL,INTL,1997,
PRT,INTL,1997,93739
ROU,INTL,1997,
RS,INTL,1997,
SWE,INTL,1997,0
SVN,INTL,1997,
SVK,INTL,1997,
TUR,INTL,1997,
GBR,INTL,1997,991324
AUT,"NAT",1997,18455
BEL,"NAT",1997,
BGR,"NAT",1997,
CHE,"NAT",1997,30046
CYP,"NAT",1997,
CZE,"NAT",1997,
DEU,"NAT",1997,
DNK,"NAT",1997,
EST,"NAT",1997,
GRC,"NAT",1997,
ESP,"NAT",1997,
FIN,"NAT",1997,
FRA,"NAT",1997,
HRV,"NAT",1997,
HUN,"NAT",1997,
IRL,"NAT",1997,
ISL,"NAT",1997,
ITA,"NAT",1997,
LTU,"NAT",1997,
LUX,"NAT",1997,
LVA,"NAT",1997,
MNE,"NAT",1997,
MKD,"NAT",1997,
MLT,"NAT",1997,
NLD,"NAT",1997,
NOR,"NAT",1997,
POL,"NAT",1997,
PRT,"NAT",1997,34606
ROU,"NAT",1997,
RS,"NAT",1997,
SWE,"NAT",1997,0
SVN,"NAT",1997,
SVK,"NAT",1997,
TUR,"NAT",1997,
GBR,"NAT",1997,
AUT,TOTAL,1997,205917
BEL,TOTAL,1997,
BGR,TOTAL,1997,
CHE,TOTAL,1997,345728
CYP,TOTAL,1997,
CZE,TOTAL,1997,
DEU,TOTAL,1997,99751
DNK,TOTAL,1997,218577
EST,TOTAL,1997,
GRC,TOTAL,1997,
ESP,TOTAL,1997,
FIN,TOTAL,1997,2167
FRA,TOTAL,1997,
HRV,TOTAL,1997,
HUN,TOTAL,1997,
IRL,TOTAL,1997,
ISL,TOTAL,1997,
ITA,TOTAL,1997,
LTU,TOTAL,1997,
LUX,TOTAL,1997,7424
LVA,TOTAL,1997,
MNE,TOTAL,1997,
MKD,TOTAL,1997,
MLT,TOTAL,1997,
NLD,TOTAL,1997,
NOR,TOTAL,1997,
POL,TOTAL,1997,
PRT,TOTAL,1997,128345
ROU,TOTAL,1997,
RS,TOTAL,1997,
SWE,TOTAL,1997,0
SVN,TOTAL,1997,
SVK,TOTAL,1997,
TUR,TOTAL,1997,
GBR,TOTAL,1997,991324
AUT,INTL,1996,185112
BEL,INTL,1996,
BGR,INTL,1996,
CHE,INTL,1996,297354
CYP,INTL,1996,
CZE,INTL,1996,
DEU,INTL,1996,100097
DNK,INTL,1996,204881
EST,INTL,1996,
GRC,INTL,1996,
ESP,INTL,1996,
FIN,INTL,1996,
FRA,INTL,1996,
HRV,INTL,1996,
HUN,INTL,1996,
IRL,INTL,1996,
ISL,INTL,1996,
ITA,INTL,1996,
LTU,INTL,1996,
LUX,INTL,1996,6066
LVA,INTL,1996,
MNE,INTL,1996,
MKD,INTL,1996,
MLT,INTL,1996,
NLD,INTL,1996,
NOR,INTL,1996,
POL,INTL,1996,
PRT,INTL,1996,14785
ROU,INTL,1996,
RS,INTL,1996,
SWE,INTL,1996,0
SVN,INTL,1996,
SVK,INTL,1996,
TUR,INTL,1996,
GBR,INTL,1996,932320
AUT,"NAT",1996,18366
BEL,"NAT",1996,
BGR,"NAT",1996,
CHE,"NAT",1996,35613
CYP,"NAT",1996,
CZE,"NAT",1996,
DEU,"NAT",1996,
DNK,"NAT",1996,
EST,"NAT",1996,
GRC,"NAT",1996,
ESP,"NAT",1996,
FIN,"NAT",1996,
FRA,"NAT",1996,
HRV,"NAT",1996,
HUN,"NAT",1996,
IRL,"NAT",1996,
ISL,"NAT",1996,
ITA,"NAT",1996,
LTU,"NAT",1996,
LUX,"NAT",1996,
LVA,"NAT",1996,
MNE,"NAT",1996,
MKD,"NAT",1996,
MLT,"NAT",1996,
NLD,"NAT",1996,
NOR,"NAT",1996,
POL,"NAT",1996,
PRT,"NAT",1996,494
ROU,"NAT",1996,
RS,"NAT",1996,
SWE,"NAT",1996,0
SVN,"NAT",1996,
SVK,"NAT",1996,
TUR,"NAT",1996,
GBR,"NAT",1996,
AUT,TOTAL,1996,203478
BEL,TOTAL,1996,
BGR,TOTAL,1996,
CHE,TOTAL,1996,332967
CYP,TOTAL,1996,
CZE,TOTAL,1996,
DEU,TOTAL,1996,100097
DNK,TOTAL,1996,204881
EST,TOTAL,1996,
GRC,TOTAL,1996,
ESP,TOTAL,1996,
FIN,TOTAL,1996,
FRA,TOTAL,1996,
HRV,TOTAL,1996,
HUN,TOTAL,1996,
IRL,TOTAL,1996,
ISL,TOTAL,1996,
ITA,TOTAL,1996,
LTU,TOTAL,1996,
LUX,TOTAL,1996,6066
LVA,TOTAL,1996,
MNE,TOTAL,1996,
MKD,TOTAL,1996,
MLT,TOTAL,1996,
NLD,TOTAL,1996,
NOR,TOTAL,1996,
POL,TOTAL,1996,
PRT,TOTAL,1996,15279
ROU,TOTAL,1996,
RS,TOTAL,1996,
SWE,TOTAL,1996,0
SVN,TOTAL,1996,
SVK,TOTAL,1996,
TUR,TOTAL,1996,
GBR,TOTAL,1996,932320
AUT,INTL,1995,40260
BEL,INTL,1995,
BGR,INTL,1995,
CHE,INTL,1995,277178
CYP,INTL,1995,
CZE,INTL,1995,
DEU,INTL,1995,101110
DNK,INTL,1995,160506
EST,INTL,1995,
GRC,INTL,1995,
ESP,INTL,1995,
FIN,INTL,1995,
FRA,INTL,1995,
HRV,INTL,1995,
HUN,INTL,1995,
IRL,INTL,1995,
ISL,INTL,1995,
ITA,INTL,1995,
LTU,INTL,1995,
LUX,INTL,1995,6530
LVA,INTL,1995,
MNE,INTL,1995,
MKD,INTL,1995,
MLT,INTL,1995,
NLD,INTL,1995,
NOR,INTL,1995,
POL,INTL,1995,
PRT,INTL,1995,
ROU,INTL,1995,
RS,INTL,1995,
SWE,INTL,1995,0
SVN,INTL,1995,
SVK,INTL,1995,
TUR,INTL,1995,
GBR,INTL,1995,889151
AUT,"NAT",1995,10970
BEL,"NAT",1995,
BGR,"NAT",1995,
CHE,"NAT",1995,34986
CYP,"NAT",1995,
CZE,"NAT",1995,
DEU,"NAT",1995,
DNK,"NAT",1995,51062
EST,"NAT",1995,
GRC,"NAT",1995,
ESP,"NAT",1995,
FIN,"NAT",1995,
FRA,"NAT",1995,
HRV,"NAT",1995,
HUN,"NAT",1995,
IRL,"NAT",1995,
ISL,"NAT",1995,
ITA,"NAT",1995,
LTU,"NAT",1995,
LUX,"NAT",1995,
LVA,"NAT",1995,
MNE,"NAT",1995,
MKD,"NAT",1995,
MLT,"NAT",1995,
NLD,"NAT",1995,
NOR,"NAT",1995,
POL,"NAT",1995,
PRT,"NAT",1995,
ROU,"NAT",1995,
RS,"NAT",1995,
SWE,"NAT",1995,0
SVN,"NAT",1995,
SVK,"NAT",1995,
TUR,"NAT",1995,
GBR,"NAT",1995,
AUT,TOTAL,1995,51230
BEL,TOTAL,1995,
BGR,TOTAL,1995,
CHE,TOTAL,1995,312164
CYP,TOTAL,1995,
CZE,TOTAL,1995,
DEU,TOTAL,1995,101110
DNK,TOTAL,1995,211568
EST,TOTAL,1995,
GRC,TOTAL,1995,
ESP,TOTAL,1995,
FIN,TOTAL,1995,
FRA,TOTAL,1995,
HRV,TOTAL,1995,
HUN,TOTAL,1995,
IRL,TOTAL,1995,
ISL,TOTAL,1995,
ITA,TOTAL,1995,
LTU,TOTAL,1995,
LUX,TOTAL,1995,6530
LVA,TOTAL,1995,
MNE,TOTAL,1995,
MKD,TOTAL,1995,
MLT,TOTAL,1995,
NLD,TOTAL,1995,
NOR,TOTAL,1995,
POL,TOTAL,1995,
PRT,TOTAL,1995,
ROU,TOTAL,1995,
RS,TOTAL,1995,
SWE,TOTAL,1995,0
SVN,TOTAL,1995,
SVK,TOTAL,1995,
TUR,TOTAL,1995,
GBR,TOTAL,1995,889151
AUT,INTL,1994,34390
BEL,INTL,1994,
BGR,INTL,1994,
CHE,INTL,1994,266709
CYP,INTL,1994,
CZE,INTL,1994,
DEU,INTL,1994,92536
DNK,INTL,1994,153863
EST,INTL,1994,
GRC,INTL,1994,
ESP,INTL,1994,
FIN,INTL,1994,
FRA,INTL,1994,
HRV,INTL,1994,
HUN,INTL,1994,
IRL,INTL,1994,
ISL,INTL,1994,
ITA,INTL,1994,
LTU,INTL,1994,
LUX,INTL,1994,4934
LVA,INTL,1994,
MNE,INTL,1994,
MKD,INTL,1994,
MLT,INTL,1994,
NLD,INTL,1994,
NOR,INTL,1994,
POL,INTL,1994,
PRT,INTL,1994,
ROU,INTL,1994,
RS,INTL,1994,
SWE,INTL,1994,0
SVN,INTL,1994,
SVK,INTL,1994,
TUR,INTL,1994,
GBR,INTL,1994,845353
AUT,"NAT",1994,10946
BEL,"NAT",1994,
BGR,"NAT",1994,
CHE,"NAT",1994,35550
CYP,"NAT",1994,
CZE,"NAT",1994,
DEU,"NAT",1994,
DNK,"NAT",1994,
EST,"NAT",1994,
GRC,"NAT",1994,
ESP,"NAT",1994,
FIN,"NAT",1994,
FRA,"NAT",1994,
HRV,"NAT",1994,
HUN,"NAT",1994,
IRL,"NAT",1994,
ISL,"NAT",1994,
ITA,"NAT",1994,
LTU,"NAT",1994,
LUX,"NAT",1994,
LVA,"NAT",1994,
MNE,"NAT",1994,
MKD,"NAT",1994,
MLT,"NAT",1994,
NLD,"NAT",1994,
NOR,"NAT",1994,
POL,"NAT",1994,
PRT,"NAT",1994,
ROU,"NAT",1994,
RS,"NAT",1994,
SWE,"NAT",1994,0
SVN,"NAT",1994,
SVK,"NAT",1994,
TUR,"NAT",1994,
GBR,"NAT",1994,
AUT,TOTAL,1994,45336
BEL,TOTAL,1994,
BGR,TOTAL,1994,
CHE,TOTAL,1994,302259
CYP,TOTAL,1994,
CZE,TOTAL,1994,
DEU,TOTAL,1994,92536
DNK,TOTAL,1994,153863
EST,TOTAL,1994,
GRC,TOTAL,1994,
ESP,TOTAL,1994,
FIN,TOTAL,1994,
FRA,TOTAL,1994,
HRV,TOTAL,1994,
HUN,TOTAL,1994,
IRL,TOTAL,1994,
ISL,TOTAL,1994,
ITA,TOTAL,1994,
LTU,TOTAL,1994,
LUX,TOTAL,1994,4934
LVA,TOTAL,1994,
MNE,TOTAL,1994,
MKD,TOTAL,1994,
MLT,TOTAL,1994,
